asm/non_matchings/boot/yaz0/Yaz0_NextDMA.s,Yaz0_NextDMA,0x80080ED0,0x48
asm/non_matchings/boot/yaz0/Yaz0_DecompressImpl.s,Yaz0_DecompressImpl,0x80080FF0,0x62
asm/non_matchings/boot/yaz0/Yaz0_Decompress.s,Yaz0_Decompress,0x80081178,0x36
asm/non_matchings/boot/irqmgr/IrqMgr_AddClient.s,IrqMgr_AddClient,0x80081250,0x23
asm/non_matchings/boot/irqmgr/IrqMgr_RemoveClient.s,IrqMgr_RemoveClient,0x800812DC,0x23
asm/non_matchings/boot/irqmgr/IrqMgr_SendMesgForClient.s,IrqMgr_SendMesgForClient,0x80081368,0x14
asm/non_matchings/boot/irqmgr/IrqMgr_JamMesgForClient.s,IrqMgr_JamMesgForClient,0x800813B8,0x19
asm/non_matchings/boot/irqmgr/IrqMgr_HandlePreNMI.s,IrqMgr_HandlePreNMI,0x8008141C,0x26
asm/non_matchings/boot/irqmgr/IrqMgr_CheckStack.s,IrqMgr_CheckStack,0x800814B4,0x8
asm/non_matchings/boot/irqmgr/IrqMgr_HandlePRENMI450.s,IrqMgr_HandlePRENMI450,0x800814D4,0x1F
asm/non_matchings/boot/irqmgr/IrqMgr_HandlePRENMI480.s,IrqMgr_HandlePRENMI480,0x80081550,0x16
asm/non_matchings/boot/irqmgr/IrqMgr_HandlePRENMI500.s,IrqMgr_HandlePRENMI500,0x800815A8,0x9
asm/non_matchings/boot/irqmgr/IrqMgr_HandleRetrace.s,IrqMgr_HandleRetrace,0x800815CC,0x2E
asm/non_matchings/boot/irqmgr/IrqMgr_ThreadEntry.s,IrqMgr_ThreadEntry,0x80081684,0x34
asm/non_matchings/boot/irqmgr/IrqMgr_Init.s,IrqMgr_Init,0x80081754,0x33
asm/non_matchings/boot/CIC6105/CIC6105_Noop1.s,CIC6105_Noop1,0x80081820,0x2
asm/non_matchings/boot/CIC6105/CIC6105_Noop2.s,CIC6105_Noop2,0x80081828,0x2
asm/non_matchings/boot/CIC6105/CIC6105_PrintRomInfo.s,CIC6105_PrintRomInfo,0x80081830,0x1B
asm/non_matchings/boot/CIC6105/CIC6105_AddRomInfoFaultPage.s,CIC6105_AddRomInfoFaultPage,0x8008189C,0xD
asm/non_matchings/boot/CIC6105/CIC6105_Destroy.s,CIC6105_Destroy,0x800818D0,0x9
asm/non_matchings/boot/CIC6105/CIC6105_Init.s,CIC6105_Init,0x800818F4,0xB
asm/non_matchings/boot/syncprintf/osSyncPrintfUnused.s,osSyncPrintfUnused,0x80081920,0x7
asm/non_matchings/boot/syncprintf/osSyncPrintf.s,osSyncPrintf,0x8008193C,0x7
asm/non_matchings/boot/syncprintf/rmonPrintf.s,rmonPrintf,0x80081958,0xA
asm/non_matchings/boot/fault/Fault_SleepImpl.s,Fault_SleepImpl,0x80081980,0x1C
asm/non_matchings/boot/fault/Fault_AddClient.s,Fault_AddClient,0x800819F0,0x39
asm/non_matchings/boot/fault/Fault_RemoveClient.s,Fault_RemoveClient,0x80081AD4,0x3E
asm/non_matchings/boot/fault/Fault_AddAddrConvClient.s,Fault_AddAddrConvClient,0x80081BCC,0x36
asm/non_matchings/boot/fault/Fault_RemoveAddrConvClient.s,Fault_RemoveAddrConvClient,0x80081CA4,0x3E
asm/non_matchings/boot/fault/Fault_ConvertAddress.s,Fault_ConvertAddress,0x80081D9C,0x24
asm/non_matchings/boot/fault/Fault_Sleep.s,Fault_Sleep,0x80081E2C,0xF
asm/non_matchings/boot/fault/Fault_PadCallback.s,Fault_PadCallback,0x80081E68,0xF
asm/non_matchings/boot/fault/Fault_UpdatePadImpl.s,Fault_UpdatePadImpl,0x80081EA4,0x13
asm/non_matchings/boot/fault/Fault_WaitForInputImpl.s,Fault_WaitForInputImpl,0x80081EF0,0x53
asm/non_matchings/boot/fault/Fault_WaitForInput.s,Fault_WaitForInput,0x8008203C,0xF
asm/non_matchings/boot/fault/Fault_DrawRec.s,Fault_DrawRec,0x80082078,0x18
asm/non_matchings/boot/fault/Fault_FillScreenBlack.s,Fault_FillScreenBlack,0x800820D8,0x15
asm/non_matchings/boot/fault/Fault_FillScreenRed.s,Fault_FillScreenRed,0x8008212C,0x15
asm/non_matchings/boot/fault/Fault_DrawCornerRec.s,Fault_DrawCornerRec,0x80082180,0x15
asm/non_matchings/boot/fault/Fault_PrintFReg.s,Fault_PrintFReg,0x800821D4,0x2B
asm/non_matchings/boot/fault/Fault_LogFReg.s,Fault_LogFReg,0x80082280,0x2C
asm/non_matchings/boot/fault/Fault_PrintFPCR.s,Fault_PrintFPCR,0x80082330,0x29
asm/non_matchings/boot/fault/Fault_LogFPCSR.s,Fault_LogFPCSR,0x800823D4,0x26
asm/non_matchings/boot/fault/Fault_PrintThreadContext.s,Fault_PrintThreadContext,0x8008246C,0xD4
asm/non_matchings/boot/fault/osSyncPrintfThreadContext.s,osSyncPrintfThreadContext,0x800827BC,0xBF
asm/non_matchings/boot/fault/Fault_FindFaultedThread.s,Fault_FindFaultedThread,0x80082AB8,0x22
asm/non_matchings/boot/fault/Fault_Wait5Seconds.s,Fault_Wait5Seconds,0x80082B40,0x24
asm/non_matchings/boot/fault/Fault_WaitForButtonCombo.s,Fault_WaitForButtonCombo,0x80082BD0,0x27
asm/non_matchings/boot/fault/Fault_DrawMemDumpContents.s,Fault_DrawMemDumpContents,0x80082C6C,0x5B
asm/non_matchings/boot/fault/Fault_DrawMemDump.s,Fault_DrawMemDump,0x80082DD8,0x7E
asm/non_matchings/boot/fault/Fault_WalkStack.s,Fault_WalkStack,0x80082FD0,0x5D
asm/non_matchings/boot/fault/Fault_DrawStackTrace.s,Fault_DrawStackTrace,0x80083144,0x64
asm/non_matchings/boot/fault/Fault_LogStackTrace.s,Fault_LogStackTrace,0x800832D4,0x5F
asm/non_matchings/boot/fault/Fault_ResumeThread.s,Fault_ResumeThread,0x80083450,0x1F
asm/non_matchings/boot/fault/Fault_DisplayFrameBuffer.s,Fault_DisplayFrameBuffer,0x800834CC,0x30
asm/non_matchings/boot/fault/Fault_ProcessClients.s,Fault_ProcessClients,0x8008358C,0x39
asm/non_matchings/boot/fault/Fault_SetOptionsFromController3.s,Fault_SetOptionsFromController3,0x80083670,0x5D
asm/non_matchings/boot/fault/Fault_UpdatePad.s,Fault_UpdatePad,0x800837E4,0x11
asm/non_matchings/boot/fault/Fault_ThreadEntry.s,Fault_ThreadEntry,0x80083828,0xD2
asm/non_matchings/boot/fault/Fault_SetFrameBuffer.s,Fault_SetFrameBuffer,0x80083B70,0x15
asm/non_matchings/boot/fault/Fault_Init.s,Fault_Init,0x80083BC4,0x4D
asm/non_matchings/boot/fault/Fault_HangupFaultClient.s,Fault_HangupFaultClient,0x80083CF8,0x3F
asm/non_matchings/boot/fault/Fault_AddHungupAndCrashImpl.s,Fault_AddHungupAndCrashImpl,0x80083DF4,0x16
asm/non_matchings/boot/fault/Fault_AddHungupAndCrash.s,Fault_AddHungupAndCrash,0x80083E4C,0x19
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetOsSyncPrintfEnabled.s,FaultDrawer_SetOsSyncPrintfEnabled,0x80083EB0,0x5
asm/non_matchings/boot/fault_drawer/FaultDrawer_DrawRecImpl.s,FaultDrawer_DrawRecImpl,0x80083EC4,0x48
asm/non_matchings/boot/fault_drawer/FaultDrawer_DrawChar.s,FaultDrawer_DrawChar,0x80083FE4,0x5F
asm/non_matchings/boot/fault_drawer/FaultDrawer_ColorToPrintColor.s,FaultDrawer_ColorToPrintColor,0x80084160,0x2C
asm/non_matchings/boot/fault_drawer/FaultDrawer_UpdatePrintColor.s,FaultDrawer_UpdatePrintColor,0x80084210,0x2B
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetForeColor.s,FaultDrawer_SetForeColor,0x800842BC,0x13
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetBackColor.s,FaultDrawer_SetBackColor,0x80084308,0x13
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetFontColor.s,FaultDrawer_SetFontColor,0x80084354,0x12
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetCharPad.s,FaultDrawer_SetCharPad,0x8008439C,0xE
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetCursor.s,FaultDrawer_SetCursor,0x800843D4,0x41
asm/non_matchings/boot/fault_drawer/FaultDrawer_FillScreen.s,FaultDrawer_FillScreen,0x800844D8,0x24
asm/non_matchings/boot/fault_drawer/FaultDrawer_FormatStringFunc.s,FaultDrawer_FormatStringFunc,0x80084568,0x85
asm/non_matchings/boot/fault_drawer/FaultDrawer_VPrintf.s,FaultDrawer_VPrintf,0x8008477C,0x14
asm/non_matchings/boot/fault_drawer/FaultDrawer_Printf.s,FaultDrawer_Printf,0x800847CC,0x14
asm/non_matchings/boot/fault_drawer/FaultDrawer_DrawText.s,FaultDrawer_DrawText,0x8008481C,0x14
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetDrawerFrameBuffer.s,FaultDrawer_SetDrawerFrameBuffer,0x8008486C,0xE
asm/non_matchings/boot/fault_drawer/FaultDrawer_SetInputCallback.s,FaultDrawer_SetInputCallback,0x800848A4,0x5
asm/non_matchings/boot/fault_drawer/FaultDrawer_Init.s,FaultDrawer_Init,0x800848B8,0x22
asm/non_matchings/boot/rcp_utils/RcpUtils_PrintRegisterStatus.s,RcpUtils_PrintRegisterStatus,0x80084940,0xA
asm/non_matchings/boot/rcp_utils/RcpUtils_Reset.s,RcpUtils_Reset,0x80084968,0xE
asm/non_matchings/boot/loadfragment/Fragment_Relocate.s,Fragment_Relocate,0x800849A0,0x9B
asm/non_matchings/boot/loadfragment/Fragment_Load.s,Fragment_Load,0x80084C0C,0x31
asm/non_matchings/boot/loadfragment/Fragment_AllocateAndLoad.s,Fragment_AllocateAndLoad,0x80084CD0,0x38
asm/non_matchings/boot/loadfragment2/Overlay_Relocate.s,Overlay_Relocate,0x80084DB0,0x9B
asm/non_matchings/boot/loadfragment2/Overlay_Load.s,Overlay_Load,0x8008501C,0x2B
asm/non_matchings/boot/loadfragment2/Overlay_AllocateAndLoad.s,Overlay_AllocateAndLoad,0x800850C8,0x1A
asm/non_matchings/boot/padutils/PadUtils_Init.s,PadUtils_Init,0x80085130,0x8
asm/non_matchings/boot/padutils/func_80085150.s,func_80085150,0x80085150,0x2
asm/non_matchings/boot/padutils/PadUtils_ResetPressRel.s,PadUtils_ResetPressRel,0x80085158,0x3
asm/non_matchings/boot/padutils/PadUtils_CheckCurExact.s,PadUtils_CheckCurExact,0x80085164,0x6
asm/non_matchings/boot/padutils/PadUtils_CheckCur.s,PadUtils_CheckCur,0x8008517C,0x7
asm/non_matchings/boot/padutils/PadUtils_CheckPressed.s,PadUtils_CheckPressed,0x80085198,0x7
asm/non_matchings/boot/padutils/PadUtils_CheckReleased.s,PadUtils_CheckReleased,0x800851B4,0x7
asm/non_matchings/boot/padutils/PadUtils_GetCurButton.s,PadUtils_GetCurButton,0x800851D0,0x2
asm/non_matchings/boot/padutils/PadUtils_GetPressButton.s,PadUtils_GetPressButton,0x800851D8,0x2
asm/non_matchings/boot/padutils/PadUtils_GetCurX.s,PadUtils_GetCurX,0x800851E0,0x2
asm/non_matchings/boot/padutils/PadUtils_GetCurY.s,PadUtils_GetCurY,0x800851E8,0x2
asm/non_matchings/boot/padutils/PadUtils_SetRelXY.s,PadUtils_SetRelXY,0x800851F0,0x3
asm/non_matchings/boot/padutils/PadUtils_GetRelXImpl.s,PadUtils_GetRelXImpl,0x800851FC,0x2
asm/non_matchings/boot/padutils/PadUtils_GetRelYImpl.s,PadUtils_GetRelYImpl,0x80085204,0x2
asm/non_matchings/boot/padutils/PadUtils_GetRelX.s,PadUtils_GetRelX,0x8008520C,0x8
asm/non_matchings/boot/padutils/PadUtils_GetRelY.s,PadUtils_GetRelY,0x8008522C,0x8
asm/non_matchings/boot/padutils/PadUtils_UpdateRelXY.s,PadUtils_UpdateRelXY,0x8008524C,0x35
asm/non_matchings/boot/stackcheck/StackCheck_Init.s,StackCheck_Init,0x80085320,0x36
asm/non_matchings/boot/stackcheck/StackCheck_Cleanup.s,StackCheck_Cleanup,0x800853F8,0x1C
asm/non_matchings/boot/stackcheck/StackCheck_GetState.s,StackCheck_GetState,0x80085468,0x1E
asm/non_matchings/boot/stackcheck/StackCheck_CheckAll.s,StackCheck_CheckAll,0x800854E0,0x16
asm/non_matchings/boot/stackcheck/StackCheck_Check.s,StackCheck_Check,0x80085538,0xE
asm/non_matchings/boot/gfxprint/GfxPrint_Setup.s,GfxPrint_Setup,0x80085570,0x113
asm/non_matchings/boot/gfxprint/GfxPrint_SetColor.s,GfxPrint_SetColor,0x800859BC,0x13
asm/non_matchings/boot/gfxprint/GfxPrint_SetPosPx.s,GfxPrint_SetPosPx,0x80085A08,0x9
asm/non_matchings/boot/gfxprint/GfxPrint_SetPos.s,GfxPrint_SetPos,0x80085A2C,0xA
asm/non_matchings/boot/gfxprint/GfxPrint_SetBasePosPx.s,GfxPrint_SetBasePosPx,0x80085A54,0x5
asm/non_matchings/boot/gfxprint/GfxPrint_PrintCharImpl.s,GfxPrint_PrintCharImpl,0x80085A68,0xC3
asm/non_matchings/boot/gfxprint/GfxPrint_PrintChar.s,GfxPrint_PrintChar,0x80085D74,0x6F
asm/non_matchings/boot/gfxprint/GfxPrint_PrintStringWithSize.s,GfxPrint_PrintStringWithSize,0x80085F30,0x17
asm/non_matchings/boot/gfxprint/GfxPrint_PrintString.s,GfxPrint_PrintString,0x80085F8C,0x16
asm/non_matchings/boot/gfxprint/GfxPrint_Callback.s,GfxPrint_Callback,0x80085FE4,0xB
asm/non_matchings/boot/gfxprint/GfxPrint_Init.s,GfxPrint_Init,0x80086010,0x15
asm/non_matchings/boot/gfxprint/GfxPrint_Destroy.s,GfxPrint_Destroy,0x80086064,0x2
asm/non_matchings/boot/gfxprint/GfxPrint_Open.s,GfxPrint_Open,0x8008606C,0xD
asm/non_matchings/boot/gfxprint/GfxPrint_Close.s,GfxPrint_Close,0x800860A0,0x6
asm/non_matchings/boot/gfxprint/GfxPrint_VPrintf.s,GfxPrint_VPrintf,0x800860B8,0x8
asm/non_matchings/boot/gfxprint/GfxPrint_Printf.s,GfxPrint_Printf,0x800860D8,0xE
asm/non_matchings/boot/mtxuty-cvt/MtxConv_F2L.s,MtxConv_F2L,0x80086110,0x52
asm/non_matchings/boot/mtxuty-cvt/MtxConv_L2F.s,MtxConv_L2F,0x80086258,0xA
asm/non_matchings/boot/assert/_dbg_hungup.s,_dbg_hungup,0x80086280,0xD
asm/non_matchings/boot/assert/Reset.s,Reset,0x800862B4,0xB
asm/non_matchings/boot/boot_800862E0/SystemHeap_Malloc.s,SystemHeap_Malloc,0x800862E0,0xC
asm/non_matchings/boot/boot_800862E0/SystemArena_Free.s,SystemArena_Free,0x80086310,0xB
asm/non_matchings/boot/boot_800862E0/SystemHeap_RunBlockFunc.s,SystemHeap_RunBlockFunc,0x8008633C,0x1C
asm/non_matchings/boot/boot_800862E0/SystemHeap_RunBlockFunc1.s,SystemHeap_RunBlockFunc1,0x800863AC,0x1C
asm/non_matchings/boot/boot_800862E0/SystemHeap_RunBlockFunc8.s,SystemHeap_RunBlockFunc8,0x8008641C,0x34
asm/non_matchings/boot/boot_800862E0/SystemHeap_RunBlockFunc1Reverse.s,SystemHeap_RunBlockFunc1Reverse,0x800864EC,0x27
asm/non_matchings/boot/boot_800862E0/SystemHeap_RunInits.s,SystemHeap_RunInits,0x80086588,0x1C
asm/non_matchings/boot/boot_800862E0/SystemHeap_Init.s,SystemHeap_Init,0x800865F8,0xA
asm/non_matchings/boot/padsetup/PadSetup_Init.s,PadSetup_Init,0x80086620,0x50
asm/non_matchings/boot/math64/Math_FTanF.s,Math_FTanF,0x80086760,0xD
asm/non_matchings/boot/math64/Math_FFloorF.s,Math_FFloorF,0x80086794,0x8
asm/non_matchings/boot/math64/Math_FCeilF.s,Math_FCeilF,0x800867B4,0x8
asm/non_matchings/boot/math64/Math_FRoundF.s,Math_FRoundF,0x800867D4,0x8
asm/non_matchings/boot/math64/Math_FTruncF.s,Math_FTruncF,0x800867F4,0x8
asm/non_matchings/boot/math64/Math_FNearbyIntF.s,Math_FNearbyIntF,0x80086814,0x8
asm/non_matchings/boot/math64/Math_FAtanTaylorQF.s,Math_FAtanTaylorQF,0x80086834,0x13
asm/non_matchings/boot/math64/Math_FAtanTaylorF.s,Math_FAtanTaylorF,0x80086880,0x49
asm/non_matchings/boot/math64/Math_FAtanContFracF.s,Math_FAtanContFracF,0x800869A4,0x53
asm/non_matchings/boot/math64/Math_FAtanF.s,Math_FAtanF,0x80086AF0,0x10
asm/non_matchings/boot/math64/Math_FAtan2F.s,Math_FAtan2F,0x80086B30,0x3A
asm/non_matchings/boot/math64/Math_FAsinF.s,Math_FAsinF,0x80086C18,0xC
asm/non_matchings/boot/math64/Math_FAcosF.s,Math_FAcosF,0x80086C48,0xA
asm/non_matchings/boot/fp/floorf.s,floorf,0x80086C70,0x3
asm/non_matchings/boot/fp/floor.s,floor,0x80086C7C,0x3
asm/non_matchings/boot/fp/lfloorf.s,lfloorf,0x80086C88,0x4
asm/non_matchings/boot/fp/lfloor.s,lfloor,0x80086C98,0x4
asm/non_matchings/boot/fp/ceilf.s,ceilf,0x80086CA8,0x3
asm/non_matchings/boot/fp/ceil.s,ceil,0x80086CB4,0x3
asm/non_matchings/boot/fp/lceilf.s,lceilf,0x80086CC0,0x4
asm/non_matchings/boot/fp/lceil.s,lceil,0x80086CD0,0x4
asm/non_matchings/boot/fp/truncf.s,truncf,0x80086CE0,0x3
asm/non_matchings/boot/fp/trunc.s,trunc,0x80086CEC,0x3
asm/non_matchings/boot/fp/ltruncf.s,ltruncf,0x80086CF8,0x4
asm/non_matchings/boot/fp/ltrunc.s,ltrunc,0x80086D08,0x4
asm/non_matchings/boot/fp/nearbyintf.s,nearbyintf,0x80086D18,0x3
asm/non_matchings/boot/fp/nearbyint.s,nearbyint,0x80086D24,0x3
asm/non_matchings/boot/fp/lnearbyintf.s,lnearbyintf,0x80086D30,0x4
asm/non_matchings/boot/fp/lnearbyint.s,lnearbyint,0x80086D40,0x4
asm/non_matchings/boot/fp/roundf.s,roundf,0x80086D50,0x7
asm/non_matchings/boot/fp/round.s,round,0x80086D6C,0x8
asm/non_matchings/boot/fp/lroundf.s,lroundf,0x80086D8C,0x8
asm/non_matchings/boot/fp/lround.s,lround,0x80086DAC,0x9
asm/non_matchings/boot/system_malloc/SystemArena_Malloc.s,SystemArena_Malloc,0x80086DD0,0xA
asm/non_matchings/boot/system_malloc/SystemArena_MallocR.s,SystemArena_MallocR,0x80086DF8,0xA
asm/non_matchings/boot/system_malloc/SystemArena_Realloc.s,SystemArena_Realloc,0x80086E20,0xC
asm/non_matchings/boot/system_malloc/SystemArena_Free.s,SystemArena_Free,0x80086E50,0xA
asm/non_matchings/boot/system_malloc/SystemArena_Calloc.s,SystemArena_Calloc,0x80086E78,0x15
asm/non_matchings/boot/system_malloc/SystemArena_GetSizes.s,SystemArena_GetSizes,0x80086ECC,0xE
asm/non_matchings/boot/system_malloc/SystemArena_CheckArena.s,SystemArena_CheckArena,0x80086F04,0x9
asm/non_matchings/boot/system_malloc/SystemArena_Init.s,SystemArena_Init,0x80086F28,0xC
asm/non_matchings/boot/system_malloc/SystemArena_Cleanup.s,SystemArena_Cleanup,0x80086F58,0x9
asm/non_matchings/boot/system_malloc/SystemArena_IsInitialized.s,SystemArena_IsInitialized,0x80086F7C,0x9
asm/non_matchings/boot/rand/Rand_Next.s,Rand_Next,0x80086FA0,0xC
asm/non_matchings/boot/rand/Rand_Seed.s,Rand_Seed,0x80086FD0,0x3
asm/non_matchings/boot/rand/Rand_ZeroOne.s,Rand_ZeroOne,0x80086FDC,0x15
asm/non_matchings/boot/rand/Rand_Centered.s,Rand_Centered,0x80087030,0x16
asm/non_matchings/boot/rand/Rand_Seed_Variable.s,Rand_Seed_Variable,0x80087088,0x2
asm/non_matchings/boot/rand/Rand_Next_Variable.s,Rand_Next_Variable,0x80087090,0xA
asm/non_matchings/boot/rand/Rand_ZeroOne_Variable.s,Rand_ZeroOne_Variable,0x800870B8,0x13
asm/non_matchings/boot/rand/Rand_Centered_Variable.s,Rand_Centered_Variable,0x80087104,0x17
asm/non_matchings/boot/__osMalloc/ArenaImpl_LockInit.s,ArenaImpl_LockInit,0x80087160,0xB
asm/non_matchings/boot/__osMalloc/ArenaImpl_Lock.s,ArenaImpl_Lock,0x8008718C,0xA
asm/non_matchings/boot/__osMalloc/ArenaImpl_Unlock.s,ArenaImpl_Unlock,0x800871B4,0xA
asm/non_matchings/boot/__osMalloc/ArenaImpl_GetLastBlock.s,ArenaImpl_GetLastBlock,0x800871DC,0xC
asm/non_matchings/boot/__osMalloc/__osMallocInit.s,__osMallocInit,0x8008720C,0x14
asm/non_matchings/boot/__osMalloc/__osMallocAddHeap.s,__osMallocAddHeap,0x8008725C,0x28
asm/non_matchings/boot/__osMalloc/__osMallocCleanup.s,__osMallocCleanup,0x800872FC,0x8
asm/non_matchings/boot/__osMalloc/__osMallocIsInitalized.s,__osMallocIsInitalized,0x8008731C,0x2
asm/non_matchings/boot/__osMalloc/__osMalloc.s,__osMalloc,0x80087324,0x39
asm/non_matchings/boot/__osMalloc/__osMallocR.s,__osMallocR,0x80087408,0x39
asm/non_matchings/boot/__osMalloc/__osFree.s,__osFree,0x800874EC,0x3E
asm/non_matchings/boot/__osMalloc/__osRealloc.s,__osRealloc,0x800875E4,0x4C
asm/non_matchings/boot/__osMalloc/__osGetSizes.s,__osGetSizes,0x80087714,0x2C
asm/non_matchings/boot/__osMalloc/__osCheckArena.s,__osCheckArena,0x800877C4,0x1B
asm/non_matchings/boot/sprintf/proutSprintf.s,proutSprintf,0x80087830,0x9
asm/non_matchings/boot/sprintf/vsprintf.s,vsprintf,0x80087854,0x14
asm/non_matchings/boot/sprintf/sprintf.s,sprintf,0x800878A4,0x17
asm/non_matchings/boot/printutils/PrintUtils_VPrintf.s,PrintUtils_VPrintf,0x80087900,0xD
asm/non_matchings/boot/printutils/PrintUtils_Printf.s,PrintUtils_Printf,0x80087934,0xB
asm/non_matchings/boot/printutils/Sleep_Cycles.s,Sleep_Cycles,0x80087960,0x1B
asm/non_matchings/boot/printutils/Sleep_Nsec.s,Sleep_Nsec,0x800879CC,0x14
asm/non_matchings/boot/printutils/Sleep_Usec.s,Sleep_Usec,0x80087A1C,0x14
asm/non_matchings/boot/printutils/Sleep_Msec.s,Sleep_Msec,0x80087A6C,0x15
asm/non_matchings/boot/printutils/Sleep_Sec.s,Sleep_Sec,0x80087AC0,0x10
asm/non_matchings/boot/setcause/__osSetCause.s,__osSetCause,0x80087B00,0x4
asm/non_matchings/boot/sendmesg/osSendMesg.s,osSendMesg,0x80087B10,0x54
asm/non_matchings/boot/pfsfreeblocks/osPfsFreeBlocks.s,osPfsFreeBlocks,0x80087C60,0x68
asm/non_matchings/boot/viextendvstart/osViExtendVStart.s,osViExtendVStart,0x80087E00,0x4
asm/non_matchings/boot/stopthread/osStopThread.s,osStopThread,0x80087E10,0x30
asm/non_matchings/boot/recvmesg/osRecvMesg.s,osRecvMesg,0x80087ED0,0x50
asm/non_matchings/boot/setintmask/osSetIntMask.s,osSetIntMask,0x80088010,0x28
asm/non_matchings/boot/getintmask/osGetIntMask.s,osGetIntMask,0x800880B0,0x18
asm/non_matchings/boot/voicesetword/osVoiceSetWord.s,osVoiceSetWord,0x80088110,0x64
asm/non_matchings/boot/guScale/guScale.s,guScale,0x800882A0,0x2C
asm/non_matchings/boot/sinf/sinf.s,sinf,0x80088350,0x70
asm/non_matchings/boot/sins/sins.s,sins,0x80088510,0x1C
asm/non_matchings/boot/sptask/_VirtualToPhysicalTask.s,_VirtualToPhysicalTask,0x80088580,0x43
asm/non_matchings/boot/sptask/osSpTaskLoad.s,osSpTaskLoad,0x8008868C,0x5A
asm/non_matchings/boot/sptask/osSpTaskStartGo.s,osSpTaskStartGo,0x800887F4,0x13
asm/non_matchings/boot/ll/__ull_rshift.s,__ull_rshift,0x80088840,0xB
asm/non_matchings/boot/ll/__ull_rem.s,__ull_rem,0x8008886C,0xF
asm/non_matchings/boot/ll/__ull_div.s,__ull_div,0x800888A8,0xF
asm/non_matchings/boot/ll/__ll_lshift.s,__ll_lshift,0x800888E4,0xB
asm/non_matchings/boot/ll/__ll_rem.s,__ll_rem,0x80088910,0xF
asm/non_matchings/boot/ll/__ll_div.s,__ll_div,0x8008894C,0x17
asm/non_matchings/boot/ll/__ll_mul.s,__ll_mul,0x800889A8,0xC
asm/non_matchings/boot/ll/__ull_divremi.s,__ull_divremi,0x800889D8,0x18
asm/non_matchings/boot/ll/__ll_mod.s,__ll_mod,0x80088A38,0x27
asm/non_matchings/boot/ll/__ll_rshift.s,__ll_rshift,0x80088AD4,0xB
asm/non_matchings/boot/exceptasm/__osExceptionPreamble.s,__osExceptionPreamble,0x80088B00,0x4
asm/non_matchings/boot/exceptasm/__osException.s,__osException,0x80088B10,0x153
asm/non_matchings/boot/exceptasm/send_mesg.s,send_mesg,0x8008905C,0x2D
