name,vrom_start,vrom_end,rom_start,rom_end,vram_start,overlay_dir
ovl_En_Rr,D97700,D99E50,C28020,C29D10,808FC050,actors
ovl_En_Fr,D99E50,D99FC0,C29D10,C29E30,808FE7A0,actors
ovl_En_Fishing,D99FC0,DADAE0,C29E30,C37360,808FE910,actors
ovl_Obj_Oshihiki,DADAE0,DAF390,C37360,C384A0,80919500,actors
ovl_Eff_Dust,DAF390,DB0780,C384A0,C39120,8091ADB0,actors
ovl_Bg_Umajump,DB0780,DB1090,C39120,C397C0,8091C1A0,actors
ovl_En_Insect,DB1090,DB2890,C397C0,C3A7A0,8091CAB0,actors
ovl_En_Butte,DB2890,DB3E20,C3A7A0,C3B720,8091E2B0,actors
ovl_En_Fish,DB3E20,DB66E0,C3B720,C3D2B0,8091F840,actors
ovl_Item_Etcetera,DB66E0,DB6B50,C3D2B0,C3D600,80922100,actors
ovl_Arrow_Fire,DB6B50,DB8C30,C3D600,C3F1D0,80922570,actors
ovl_Arrow_Ice,DB8C30,DBAAF0,C3F1D0,C40A40,80924660,actors
ovl_Arrow_Light,DBAAF0,DBC990,C40A40,C42300,80926530,actors
ovl_Obj_Kibako,DBC990,DBDDA0,C42300,C43130,809283E0,actors
ovl_Obj_Tsubo,DBDDA0,DC00F0,C43130,C446E0,809297F0,actors
ovl_En_Ik,DC00F0,DC2D10,C446E0,C46510,8092BB40,actors
ovl_Demo_Shd,DC2D10,DC2DA0,C46510,C46570,8092E760,actors
ovl_En_Dns,DC2DA0,DC4700,C46570,C477E0,8092E7F0,actors
ovl_Elf_Msg,DC4700,DC4C80,C477E0,C47BE0,80930150,actors
ovl_En_Honotrap,DC4C80,DC6F50,C47BE0,C494C0,809306D0,actors
ovl_En_Tubo_Trap,DC6F50,DC7CD0,C494C0,C49E90,809329A0,actors
ovl_Obj_Ice_Poly,DC7CD0,DC8C00,C49E90,C4AA80,80933720,actors
ovl_En_Fz,DC8C00,DCB150,C4AA80,C4C480,80934650,actors
ovl_En_Kusa,DCB150,DCD240,C4C480,C4DD90,80936BA0,actors
ovl_Obj_Bean,DCD240,DCF900,C4DD90,C4F710,80938EB0,actors
ovl_Obj_Bombiwa,DCF900,DD1120,C4F710,C508E0,8093B570,actors
ovl_Obj_Switch,DD1120,DD3900,C508E0,C52110,8093CD90,actors
ovl_Obj_Lift,DD3900,DD43E0,C52110,C52A20,8093F580,actors
ovl_Obj_Hsblock,DD43E0,DD4960,C52A20,C52E90,80940060,actors
ovl_En_Okarina_Tag,DD4960,DD4F10,C52E90,C53320,809405E0,actors
ovl_En_Goroiwa,DD4F10,DD9B20,C53320,C569A0,80940B90,actors
ovl_En_Daiku,DD9B20,DDA8D0,C569A0,C57450,809457A0,actors
ovl_En_Nwc,DDA8D0,DDBC40,C57450,C58340,80946550,actors
ovl_Item_Inbox,DDBC40,DDBDA0,C58340,C58450,809478C0,actors
ovl_En_Ge1,DDBDA0,DDCDF0,C58450,C59060,80947A20,actors
ovl_Obj_Blockstop,DDCDF0,DDD020,C59060,C59250,80948A70,actors
ovl_En_Sda,DDD020,DDE670,C59250,C5A120,80948CA0,actors
ovl_En_Clear_Tag,DDE670,DE4610,C5A120,C5DB30,8094A3B0,actors
ovl_En_Gm,DE4610,DE8D50,C5DB30,C60940,80950350,actors
ovl_En_Ms,DE8D50,DE9380,C60940,C60E20,80954A90,actors
ovl_En_Hs,DE9380,DEA1C0,C60E20,C61910,809550C0,actors
ovl_Bg_Ingate,DEA1C0,DEB070,C61910,C62470,80955F00,actors
ovl_En_Kanban,DEB070,DEE800,C62470,C646B0,80956DB0,actors
ovl_En_Attack_Niw,DEE800,DEFA20,C646B0,C653F0,8095A540,actors
ovl_En_Mk,DEFA20,DF0C80,C653F0,C66120,8095B760,actors
ovl_En_Owl,DF0C80,DF3ED0,C66120,C681F0,8095C9C0,actors
ovl_En_Ishi,DF3ED0,DF6300,C681F0,C69C60,8095FC10,actors
ovl_Obj_Hana,DF6300,DF63E0,C69C60,C69D20,80962040,actors
ovl_Obj_Lightswitch,DF63E0,DF74E0,C69D20,C6A880,80962120,actors
ovl_Obj_Mure2,DF74E0,DF7ED0,C6A880,C6AFE0,80963220,actors
ovl_En_Fu,DF7ED0,DFBE40,C6AFE0,C6DA00,80963C10,actors
ovl_En_Stream,DFBE40,DFC3A0,C6DA00,C6DEA0,80967B80,actors
ovl_En_Mm,DFC3A0,DFCC00,C6DEA0,C6E560,809680E0,actors
ovl_En_Weather_Tag,DFCC00,DFE1C0,C6E560,C6F310,80968940,actors
ovl_En_Ani,DFE1C0,DFEFA0,C6F310,C6FD30,80969F00,actors
ovl_En_Js,DFEFA0,E01890,C6FD30,C717C0,8096ACE0,actors
ovl_En_Okarina_Effect,E01890,E01B40,C717C0,C719D0,8096D5D0,actors
ovl_En_Mag,E01B40,E05A30,C719D0,C73A30,8096D880,actors
ovl_Elf_Msg2,E05A30,E05F70,C73A30,C73DC0,80971770,actors
ovl_Bg_F40_Swlift,E05F70,E063E0,C73DC0,C74190,80971CB0,actors
ovl_En_Kakasi,E063E0,E090E0,C74190,C75E70,80972130,actors
ovl_Obj_Makeoshihiki,E090E0,E09410,C75E70,C76160,80974E30,actors
ovl_Oceff_Spot,E09410,E0A320,C76160,C76E40,80975160,actors
ovl_En_Torch,E0A320,E0A410,C76E40,C76F20,80976070,actors
ovl_Shot_Sun,E0A410,E0AA70,C76F20,C77450,80976160,actors
ovl_Obj_Roomtimer,E0AA70,E0AD10,C77450,C77670,809767C0,actors
ovl_En_Ssh,E0AD10,E0D360,C77670,C790B0,80976A60,actors
ovl_Oceff_Wipe,E0D360,E0E0D0,C790B0,C79C50,809790B0,actors
ovl_Effect_Ss_Dust,E0E0D0,E0E8C0,C79C50,C7A2C0,80979E30,effects
ovl_Effect_Ss_Kirakira,E0E8C0,E0EF30,C7A2C0,C7A840,8097A620,effects
ovl_Effect_Ss_Bomb2,E0EF30,E0F790,C7A840,C7AF00,8097AC90,effects
ovl_Effect_Ss_Blast,E0F790,E0FAF0,C7AF00,C7B240,8097B4F0,effects
ovl_Effect_Ss_G_Spk,E0FAF0,E10070,C7B240,C7B730,8097B850,effects
ovl_Effect_Ss_D_Fire,E10070,E10480,C7B730,C7BB00,8097BDD0,effects
ovl_Effect_Ss_Bubble,E10480,E109F0,C7BB00,C7BFB0,8097C1E0,effects
ovl_Effect_Ss_G_Ripple,E109F0,E10F10,C7BFB0,C7C440,8097C750,effects
ovl_Effect_Ss_G_Splash,E10F10,E11330,C7C440,C7C790,8097CC70,effects
ovl_Effect_Ss_G_Fire,E11330,E11540,C7C790,C7C980,8097D090,effects
ovl_Effect_Ss_Lightning,E11540,E11C20,C7C980,C7CFC0,8097D2A0,effects
ovl_Effect_Ss_Dt_Bubble,E11C20,E12130,C7CFC0,C7D430,8097D980,effects
ovl_Effect_Ss_Hahen,E12130,E126D0,C7D430,C7D8A0,8097DE90,effects
ovl_Effect_Ss_Stick,E126D0,E12990,C7D8A0,C7DB30,8097E430,effects
ovl_Effect_Ss_Sibuki,E12990,E12FF0,C7DB30,C7E0E0,8097E6F0,effects
ovl_Effect_Ss_Stone1,E12FF0,E13350,C7E0E0,C7E410,8097ED50,effects
ovl_Effect_Ss_Hitmark,E13350,E13850,C7E410,C7E860,8097F0B0,effects
ovl_Effect_Ss_Fhg_Flash,E13850,E142D0,C7E860,C7EEF0,8097F5B0,effects
ovl_Effect_Ss_K_Fire,E142D0,E14710,C7EEF0,C7F300,80980030,effects
ovl_Effect_Ss_Solder_Srch_Ball,E14710,E14B60,C7F300,C7F6D0,80980470,effects
ovl_Effect_Ss_Kakera,E14B60,E15BA0,C7F6D0,C802F0,809808C0,effects
ovl_Effect_Ss_Ice_Piece,E15BA0,E15FA0,C802F0,C806C0,80981900,effects
ovl_Effect_Ss_En_Ice,E15FA0,E16750,C806C0,C80D70,80981D00,effects
ovl_Effect_Ss_Fire_Tail,E16750,E16E30,C80D70,C813A0,809824B0,effects
ovl_Effect_Ss_En_Fire,E16E30,E174A0,C813A0,C81980,80982B90,effects
ovl_Effect_Ss_Extra,E174A0,E17810,C81980,C81CE0,80983200,effects
ovl_Effect_Ss_Dead_Db,E17810,E17C20,C81CE0,C820B0,80983570,effects
ovl_Effect_Ss_Dead_Dd,E17C20,E181B0,C820B0,C825C0,80983980,effects
ovl_Effect_Ss_Dead_Ds,E181B0,E18630,C825C0,C829F0,80983F10,effects
ovl_Oceff_Storm,E18630,E1A3F0,C829F0,C845E0,80984390,actors
ovl_Obj_Demo,E1A3F0,E1A7C0,C845E0,C848B0,80986150,actors
ovl_En_Minislime,E1A7C0,E1CB10,C848B0,C860B0,80986520,actors
ovl_En_Nutsball,E1CB10,E1D140,C860B0,C86660,80988870,actors
ovl_Oceff_Wipe2,E1D140,E1E8C0,C86660,C874B0,80988EA0,actors
ovl_Oceff_Wipe3,E1E8C0,E20030,C874B0,C88750,8098A630,actors
ovl_En_Dg,E20030,E23910,C88750,C8AB80,8098BDB0,actors
ovl_En_Si,E23910,E23D30,C8AB80,C8AE90,8098F690,actors
ovl_Obj_Comb,E23D30,E254B0,C8AE90,C8BF20,8098FAB0,actors
ovl_Obj_Kibako2,E254B0,E25E50,C8BF20,C8C700,80991230,actors
ovl_En_Hs2,E25E50,E25F30,C8C700,C8C7B0,80991BD0,actors
ovl_Obj_Mure3,E25F30,E266F0,C8C7B0,C8CDB0,80991CB0,actors
ovl_En_Tg,E266F0,E27200,C8CDB0,C8D6A0,80992470,actors
ovl_En_Wf,E27200,E2B6A0,C8D6A0,C90260,80992F80,actors
ovl_En_Skb,E2B6A0,E2E960,C90260,C92300,80997420,actors
ovl_En_Gs,E2E960,E317E0,C92300,C944C0,8099A6E0,actors
ovl_Obj_Sound,E317E0,E319F0,C944C0,C94670,8099D560,actors
ovl_En_Crow,E319F0,E33150,C94670,C957C0,8099D770,actors
ovl_En_Cow,E33150,E34640,C957C0,C96550,8099EED0,actors
ovl_Oceff_Wipe4,E34640,E35660,C96550,C97170,809A03C0,actors
ovl_En_Zo,E35660,E36600,C97170,C97D80,809A13F0,actors
ovl_Effect_Ss_Ice_Smoke,E36600,E36910,C97D80,C98070,809A2390,effects
ovl_Obj_Makekinsuta,E36910,E36D80,C98070,C98420,809A26A0,actors
ovl_En_Ge3,E36D80,E37DF0,C98420,C99050,809A2B10,actors
ovl_Obj_Hamishi,E37DF0,E38A80,C99050,C99A90,809A3B80,actors
ovl_En_Zl4,E38A80,E38F00,C99A90,C99E30,809A4810,actors
ovl_En_Mm2,E38F00,E39A30,C99E30,C9A480,809A4C90,actors
ovl_Door_Spiral,E39A30,E3A2B0,C9A480,C9AB50,809A57C0,actors
ovl_Obj_Pzlblock,E3A2B0,E3B090,C9AB50,C9B570,809A6040,actors
ovl_Obj_Toge,E3B090,E3BCD0,C9B570,C9BF40,809A6E20,actors
ovl_Obj_Armos,E3BCD0,E3CBE0,C9BF40,C9CA90,809A7A60,actors
ovl_Obj_Boyo,E3CBE0,E3D150,C9CA90,C9CF50,809A8970,actors
ovl_En_Grasshopper,E3D150,E40000,C9CF50,C9F020,809A8EE0,actors
ovl_Obj_Grass,E40000,E41C90,C9F020,CA0640,809ABD90,actors
ovl_Obj_Grass_Carry,E41C90,E42C10,CA0640,CA1290,809ADAE0,actors
ovl_Obj_Grass_Unit,E42C10,E432E0,CA1290,CA17A0,809AEA60,actors
ovl_Bg_Fire_Wall,E432E0,E43B90,CA17A0,CA1EA0,809AF130,actors
ovl_En_Bu,E43B90,E43D40,CA1EA0,CA2020,809AF9E0,actors
ovl_En_Encount3,E43D40,E446E0,CA2020,CA2880,809AFB90,actors
ovl_En_Jso,E446E0,E48350,CA2880,CA5290,809B0530,actors
ovl_Obj_Chikuwa,E48350,E48EF0,CA5290,CA5C70,809B41A0,actors
ovl_En_Knight,E48EF0,E55F70,CA5C70,CAE580,809B4D40,actors
ovl_En_Warp_tag,E55F70,E568F0,CAE580,CAED40,809C3550,actors
ovl_En_Aob_01,E568F0,E596B0,CAED40,CB0D10,809C3ED0,actors
ovl_En_Boj_01,E596B0,E59740,CB0D10,CB0D70,809C6C90,actors
ovl_En_Boj_02,E59740,E597D0,CB0D70,CB0DD0,809C6D20,actors
ovl_En_Boj_03,E597D0,E59860,CB0DD0,CB0E30,809C6DB0,actors
ovl_En_Encount4,E59860,E5A0C0,CB0E30,CB1500,809C6E40,actors
ovl_En_Bom_Bowl_Man,E5A0C0,E5BE40,CB1500,CB29E0,809C76A0,actors
ovl_En_Syateki_Man,E5BE40,E5F3B0,CB29E0,CB4B50,809C9420,actors
ovl_Bg_Icicle,E5F3B0,E5FD40,CB4B50,CB5300,809CC990,actors
ovl_En_Syateki_Crow,E5FD40,E60B50,CB5300,CB5E90,809CD320,actors
ovl_En_Boj_04,E60B50,E60BE0,CB5E90,CB5EF0,809CE130,actors
ovl_En_Cne_01,E60BE0,E619B0,CB5EF0,CB69D0,809CE1C0,actors
ovl_En_Bba_01,E619B0,E62730,CB69D0,CB7490,809CEF90,actors
ovl_En_Bji_01,E62730,E63800,CB7490,CB8090,809CFD10,actors
ovl_Bg_Spdweb,E63800,E64C90,CB8090,CB8F90,809D0DE0,actors
ovl_En_Mt_tag,E64C90,E65E60,CB8F90,CB9CF0,809D2270,actors
ovl_Boss_01,E65E60,E6E340,CB9CF0,CBF770,809D3440,actors
ovl_Boss_02,E6E340,E745B0,CBF770,CC3C10,809DD0E0,actors
ovl_Boss_03,E745B0,E7B6A0,CC3C10,CC89F0,809E5690,actors
ovl_Boss_04,E7B6A0,E7DB60,CC89F0,CCA550,809EEF80,actors
ovl_Boss_05,E7DB60,E817B0,CCA550,CCCED0,809F1450,actors
ovl_Boss_06,E817B0,E83A00,CCCED0,CCE8C0,809F50B0,actors
ovl_Boss_07,E83A00,E98AF0,CCE8C0,CDCA80,809F7910,actors
ovl_Bg_Dy_Yoseizo,E98AF0,E9A9D0,CDCA80,CDE150,80A0D860,actors
ovl_En_Boj_05,E9A9D0,E9AA60,CDE150,CDE1B0,80A0F740,actors
ovl_En_Sob1,E9AA60,E9F2F0,CDE1B0,CE1070,80A0F7D0,actors
ovl_En_Go,E9F2F0,EA5080,CE1070,CE5160,80A14060,actors
ovl_En_Raf,EA5080,EA7A80,CE5160,CE6D20,80A19DF0,actors
ovl_Obj_Funen,EA7A80,EA7C50,CE6D20,CE6EE0,80A1C7F0,actors
ovl_Obj_Raillift,EA7C50,EA8840,CE6EE0,CE7890,80A1C9C0,actors
ovl_Bg_Numa_Hana,EA8840,EA9710,CE7890,CE8380,80A1D5B0,actors
ovl_Obj_Flowerpot,EA9710,EABB70,CE8380,CE9C50,80A1E480,actors
ovl_Obj_Spinyroll,EABB70,EAD530,CE9C50,CEAF00,80A20B00,actors
ovl_Dm_Hina,EAD530,EADF70,CEAF00,CEB6D0,80A224C0,actors
ovl_En_Syateki_Wf,EADF70,EAF270,CEB6D0,CEC520,80A22F00,actors
ovl_Obj_Skateblock,EAF270,EB0E60,CEC520,CED9B0,80A24200,actors
ovl_Effect_En_Ice_Block,EB0E60,EB11B0,CED9B0,CEDCC0,80A25DF0,effects
ovl_Obj_Iceblock,EB11B0,EB5640,CEDCC0,CF0CB0,80A26140,actors
ovl_En_Bigpamet,EB5640,EB7BA0,CF0CB0,CF2700,80A2A5D0,actors
ovl_Bg_Dblue_Movebg,EB7BA0,EB9D10,CF2700,CF3FE0,80A2CB30,actors
ovl_En_Syateki_Dekunuts,EB9D10,EBAE20,CF3FE0,CF4CF0,80A2ECB0,actors
ovl_Elf_Msg3,EBAE20,EBB390,CF4CF0,CF5100,80A2FDC0,actors
ovl_En_Fg,EBB390,EBC8B0,CF5100,CF6090,80A30330,actors
ovl_Dm_Ravine,EBC8B0,EBCA70,CF6090,CF6200,80A31850,actors
ovl_Dm_Sa,EBCA70,EBCEB0,CF6200,CF6570,80A31A10,actors
ovl_En_Slime,EBCEB0,EC0310,CF6570,CF88F0,80A31E50,actors
ovl_En_Pr,EC0310,EC1C10,CF88F0,CF9BE0,80A352C0,actors
ovl_Obj_Toudai,EC1C10,EC2810,CF9BE0,CFA3C0,80A36BC0,actors
ovl_Obj_Entotu,EC2810,EC35C0,CFA3C0,CFAC30,80A377C0,actors
ovl_Obj_Bell,EC35C0,EC40A0,CFAC30,CFB400,80A38570,actors
ovl_En_Syateki_Okuta,EC40A0,EC5F80,CFB400,CFC6E0,80A39050,actors
ovl_Obj_Shutter,EC5F80,EC6240,CFC6E0,CFC960,80A3AF30,actors
ovl_Dm_Zl,EC6240,EC6A50,CFC960,CFCFC0,80A3B1F0,actors
ovl_En_Ru,EC6A50,EC7760,CFCFC0,CFD9E0,80A3BA00,actors
ovl_En_Elfgrp,EC7760,EC8D30,CFD9E0,CFE960,80A3C710,actors
ovl_Dm_Tsg,EC8D30,EC9150,CFE960,CFED20,80A3DCE0,actors
ovl_En_Baguo,EC9150,ECA5B0,CFED20,CFFD50,80A3E100,actors
ovl_Obj_Vspinyroll,ECA5B0,ECB750,CFFD50,D00AB0,80A3F560,actors
ovl_Obj_Smork,ECB750,ECC460,D00AB0,D012B0,80A40700,actors
ovl_En_Test2,ECC460,ECC8B0,D012B0,D01640,80A41410,actors
ovl_En_Test3,ECC8B0,ECFE30,D01640,D03D10,80A41860,actors
ovl_En_Test4,ECFE30,ED1860,D03D10,D04DE0,80A44E30,actors
ovl_En_Bat,ED1860,ED2FF0,D04DE0,D06060,80A46870,actors
ovl_En_Sekihi,ED2FF0,ED3710,D06060,D06630,80A48010,actors
ovl_En_Wiz,ED3710,ED7390,D06630,D09110,80A48730,actors
ovl_En_Wiz_Brock,ED7390,ED7A70,D09110,D096D0,80A4C3B0,actors
ovl_En_Wiz_Fire,ED7A70,EDA860,D096D0,D0B700,80A4CA90,actors
ovl_Eff_Change,EDA860,EDAD80,D0B700,D0BB80,80A4F880,actors
ovl_Dm_Statue,EDAD80,EDAE60,D0BB80,D0BC30,80A4FDA0,actors
ovl_Obj_Fireshield,EDAE60,EDBDC0,D0BC30,D0C860,80A4FE80,actors
ovl_Bg_Ladder,EDBDC0,EDC2A0,D0C860,D0CC50,80A50DE0,actors
ovl_En_Mkk,EDC2A0,EDDE10,D0CC50,D0E070,80A512C0,actors
ovl_Demo_Getitem,EDDE10,EDE1D0,D0E070,D0E3A0,80A52E30,actors
ovl_En_Dnb,EDE1D0,EDF140,D0E3A0,D0EFA0,80A531F0,actors
ovl_En_Dnh,EDF140,EDF8F0,D0EFA0,D0F600,80A54160,actors
ovl_En_Dnk,EDF8F0,EE0930,D0F600,D10080,80A54910,actors
ovl_En_Dnq,EE0930,EE1C10,D10080,D10D70,80A55950,actors
ovl_Bg_Keikoku_Saku,EE1C10,EE2070,D10D70,D11110,80A56C30,actors
ovl_Obj_Hugebombiwa,EE2070,EE4550,D11110,D128B0,80A57090,actors
ovl_En_Firefly2,EE4550,EE45E0,D128B0,D12910,80A59570,actors
ovl_En_Rat,EE45E0,EE6C30,D12910,D14560,80A59600,actors
ovl_En_Water_Effect,EE6C30,EE95F0,D14560,D161A0,80A5BC50,actors
ovl_En_Kusa2,EE95F0,EED650,D161A0,D18EC0,80A5E610,actors
ovl_Bg_Spout_Fire,EED650,EEDDE0,D18EC0,D19530,80A63FD0,actors
ovl_En_Dy_Extra,EEDDE0,EEE380,D19530,D19A00,80A64760,actors
ovl_En_Bal,EEE380,EF1010,D19A00,D1B850,80A64D00,actors
ovl_En_Ginko_Man,EF1010,EF2CF0,D1B850,D1C990,80A67990,actors
ovl_En_Warp_Uzu,EF2CF0,EF30E0,D1C990,D1CCB0,80A69670,actors
ovl_Obj_Driftice,EF30E0,EF4420,D1CCB0,D1DAF0,80A69A60,actors
ovl_En_Look_Nuts,EF4420,EF5300,D1DAF0,D1E5E0,80A6ADA0,actors
ovl_En_Mushi2,EF5300,EF8A20,D1E5E0,D20AC0,80A6BC80,actors
ovl_En_Fall,EF8A20,EFB450,D20AC0,D226C0,80A6F3A0,actors
ovl_En_Mm3,EFB450,EFCA10,D226C0,D23520,80A724E0,actors
ovl_Bg_Crace_Movebg,EFCA10,EFD4D0,D23520,D23CE0,80A73AA0,actors
ovl_En_Dno,EFD4D0,F002B0,D23CE0,D25B00,80A74580,actors
ovl_En_Pr2,F002B0,F021D0,D25B00,D27170,80A77360,actors
ovl_En_Prz,F021D0,F037D0,D27170,D28280,80A79280,actors
ovl_En_Jso2,F037D0,F08130,D28280,D2B4F0,80A7A880,actors
ovl_Obj_Etcetera,F08130,F08E50,D2B4F0,D2BEE0,80A7F1E0,actors
ovl_En_Egol,F08E50,F0D710,D2BEE0,D2F0F0,80A7FF00,actors
ovl_Obj_Mine,F0D710,F10F10,D2F0F0,D317C0,80A847C0,actors
ovl_Obj_Purify,F10F10,F11860,D317C0,D31E80,80A882C0,actors
ovl_En_Tru,F11860,F179A0,D31E80,D35BC0,80A88C10,actors
ovl_En_Trt,F179A0,F1C4F0,D35BC0,D38C20,80A8ED50,actors
