10BA0,80090C00,src/libultra/io/epirawread
10D00,80090D60,src/libultra/io/viswapbuf
10D50,80090DB0,src/libultra/gu/position
10F60,80090FC0,src/libultra/io/epirawdma
11140,800911A0,src/libultra/io/sptaskyielded
111A0,80091200,src/libultra/libc/bcmp
112C0,80091320,src/libultra/os/gettime
11350,800913B0,src/libultra/gu/rotate
11520,80091580,src/libultra/os/setglobalintmask
11570,800915D0,src/libultra/voice/voiceinit
116B0,80091710,src/libultra/io/contchannelreset
117A0,80091800,src/libultra/voice/voicesetadconverter
11990,800919F0,src/libultra/io/aisetfreq
11AE0,80091B40,src/libultra/io/contramread
11D10,80091D70,src/libultra/voice/voicecontwrite20
11F40,80091FA0,src/libultra/io/crc
120B0,80092110,src/libultra/os/getactivequeue
120C0,80092120,src/libultra/mgu/normalize
12120,80092180,src/libultra/os/setcompare
12130,80092190,src/libultra/os/getcompare
12140,800921A0,src/libultra/io/dpgetstat
12150,800921B0,src/libultra/io/dpsetstat
12160,800921C0,src/libultra/libc/bcopy
12470,800924D0,src/libultra/os/resetglobalintmask
124D0,80092530,src/libultra/io/pfsdeletefile
12740,800927A0,src/libultra/gu/ortho
12900,80092960,src/libultra/os/interrupt
12990,800929F0,src/libultra/io/vi
12AB0,80092B10,src/libultra/io/viswapcontext
12DB0,80092E10,src/libultra/io/pigetcmdq
12DE0,80092E40,src/libultra/gu/cosf
12F50,80092FB0,src/libultra/io/epiread
12FA0,80093000,src/libultra/io/visetspecial
13100,80093160,src/libultra/gu/coss
13130,80093190,src/libultra/os/settime
13160,800931C0,src/libultra/voice/voicestopreaddata
13280,800932E0,src/libultra/io/visetevent
132E0,80093340,src/libultra/io/pfsisplug
135D0,80093630,src/libultra/voice/voicegetstatus
137C0,80093820,src/libultra/io/cartrominit
13920,80093980,src/libultra/gu/us2dex
13AA0,80093B00,src/libultra/io/pfsselectbank
13B20,80093B80,src/libultra/io/contsetch
13B80,80093BE0,src/libultra/os/setfpccsr
13B90,80093BF0,src/libultra/os/getfpccsr
13BA0,80093C00,src/libultra/io/pfsfilestate
13D80,80093DE0,src/libultra/io/pfsinitpak
14090,800940F0,src/libultra/io/pfschecker
14A40,80094AA0,src/libultra/io/aigetlen
14A50,80094AB0,src/libultra/io/epiwrite
14AA0,80094B00,src/libultra/os/maptlbrdb
14B00,80094B60,src/libultra/os/yieldthread
14B60,80094BC0,src/libultra/mgu/translate
14C30,80094C90,src/libultra/os/getcause
14C40,80094CA0,src/libultra/io/contramwrite
14E90,80094EF0,src/libultra/io/epirawwrite
14FF0,80095050,src/libultra/os/settimer
15180,800951E0,src/libultra/libc/xldtob
15C90,80095CF0,src/libultra/libc/ldiv
15E20,80095E80,src/libultra/libc/xlitob
160C0,80096120,src/libultra/io/sirawwrite
16110,80096170,src/libultra/io/spgetstat
16120,80096180,src/libultra/io/spsetstat
16140,800961A0,src/libultra/io/vimgr
16450,800964B0,src/libultra/io/vigetcurrcontext
16460,800964C0,src/libultra/os/writebackdcacheall
16490,800964F0,src/libultra/os/getcurrfaultthread
164A0,80096500,src/libultra/voice/voicemaskdictionary
165E0,80096640,src/libultra/mgu/mtxf2l
16650,800966B0,src/libultra/os/startthread
167A0,80096800,src/libultra/io/visetyscale
167F0,80096850,src/libultra/io/visetxscale
16900,80096960,src/libultra/libc/llcvt
16B10,80096B70,src/libultra/voice/voicecheckword
17200,80097260,src/libultra/voice/voicecontrolgain
172B0,80097310,src/libultra/voice/voicestartreaddata
17370,800973D0,src/libultra/io/vigetcurrframebuf
173B0,80097410,src/libultra/io/spsetpc
173E0,80097440,src/libultra/voice/voicecontwrite4
17610,80097670,src/libultra/os/gethwinterrupt
17640,800976A0,src/libultra/os/sethwinterrupt
176B0,80097710,src/libultra/os/getwatchlo
176C0,80097720,src/libultra/os/setwatchlo
176D0,80097730,src/boot/libm/fmodf
17720,80097780,src/boot/libc/memset
17750,800977B0,src/boot/libc/strcmp
17790,800977F0,src/boot/libc/strcpy
177D0,80097830,src/boot/libc/memmove

offset,vram,.dummy #.text
17860R,800978C0,rsp/rspboot
179C0R,80097A20,rsp/cic6105

offset,vram,.data
179E0,80097A40,src/boot/idle
17A00,80097A60,src/boot/carthandle
17A10,80097A70,src/boot/z_std_dma
17A20,80097A80,src/boot/irqmgr
17A40,80097AA0,src/boot/CIC6105
17A80,80097AE0,src/boot/fault
17AE0,80097B40,src/boot/fault_drawer
17B20,80097B80,src/boot/libu64/loadfragment
17B30,80097B90,src/boot/libu64/loadfragment2
17B40,80097BA0,src/boot/libu64/stackcheck
17B50,80097BB0,src/boot/libu64/gfxprint
18400,80098460,src/boot/libu64/system_heap
18410,80098470,src/boot/libc64/fp
18430,80098490,src/boot/libc64/qrand
18440,800984A0,src/boot/libc64/__osMalloc
18450,800984B0,src/libultra/vimodes/vimodentschpf1
184A0,80098500,src/libultra/vimodes/vimodepallan1
184F0,80098550,src/libultra/gu/sins
18CF0,80098D50,src/libultra/os/exceptasm
18D20,80098D80,src/libultra/os/thread
18D40,80098DA0,src/libultra/io/siacs
18D50,80098DB0,src/libultra/io/controller
18D60,80098DC0,src/libultra/os/initialize
18D80,80098DE0,src/libultra/io/pimgr
18DB0,80098E10,src/libultra/io/piacs
18DC0,80098E20,src/libultra/vimodes/vimodentschpn1
18E10,80098E70,src/libultra/io/contpfs
18E20,80098E80,src/libultra/os/seteventmesg
18E30,80098E90,src/libultra/libc/xprintf
18E80,80098EE0,src/libultra/os/timerintr
18E90,80098EF0,src/libultra/gu/position
18EA0,80098F00,src/libultra/gu/rotate
18EB0,80098F10,src/libultra/voice/voiceinit
18EC0,80098F20,src/libultra/io/contramread
18ED0,80098F30,src/libultra/vimodes/vimodentsclan1
18F20,80098F80,src/libultra/vimodes/vimodempallan1
18F70,80098FD0,src/libultra/io/vi
18FE0,80099040,src/libultra/io/cartrominit
18FF0,80099050,src/libultra/vimodes/vimodefpallan1
19040,800990A0,src/libultra/libc/xlitob
19070,800990D0,src/libultra/io/vimgr
19090,800990F0,src/libultra/voice/voicecontrolgain

offset,vram,.rodata
190A0,80099100,src/boot/boot_main
190B0,80099110,src/boot/idle
190F0,80099150,src/boot/z_std_dma
19190,800991F0,src/boot/yaz0
19220,80099280,src/boot/irqmgr
194F0,80099550,src/boot/CIC6105
19570,800995D0,src/boot/fault
19F10,80099F70,src/boot/fault_drawer
1A340,8009A3A0,src/boot/libu64/rcp_utils
1A490,8009A4F0,src/boot/libu64/loadfragment
1A7E0,8009A840,src/boot/libu64/loadfragment2
1A980,8009A9E0,src/boot/libu64/stackcheck
1AA20,8009AA80,src/boot/libu64/gfxprint
1AA60,8009AAC0,src/boot/libu64/debug
1AAD0,8009AB30,src/boot/libc64/math64
1AB20,8009AB80,src/boot/libc64/__osMalloc
1AC90,8009ACF0,src/libultra/os/setintmask
1AD10,8009AD70,src/libultra/gu/sinf
1AD60,8009ADC0,src/libultra/os/exceptasm
1ADB0,8009AE10,src/libultra/gu/perspective
1ADC0,8009AE20,src/libultra/io/devmgr
1ADE0,8009AE40,src/libultra/gu/lookathil
1ADF0,8009AE50,src/libultra/libc/xprintf
1AEF0,8009AF50,src/libultra/gu/cosf
1AF40,8009AFA0,src/libultra/gu/libm_vals
1AF50,8009AFB0,src/libultra/libc/xldtob
1AFB0,8009B010,src/libultra/libc/llcvt
1AFC0,8009B020,src/boot/build

offset,vram,.bss
1AFF0,8009B050,src/boot/boot_main
1B9E0,8009BA40,src/boot/idle
1CD90,8009CDF0,src/boot/z_std_dma
1D500,8009D560,src/boot/yaz0
1D910,8009D970,src/boot/CIC6105
1D930,8009D990,src/boot/fault
1E7B0,8009E810,src/boot/fault_drawer
1E7F0,8009E850,src/boot/libc64/math64
1E800,8009E860,src/boot/libc64/malloc
1E830,8009E890,src/boot/libc64/qrand
1E840,8009E8A0,src/boot/libc64/__osMalloc
1E850,8009E8B0,src/libultra/io/sptask
1E890,8009E8F0,src/libultra/io/motor
1E990,8009E9F0,src/libultra/io/siacs
1E9B0,8009EA10,src/libultra/io/controller
1EA40,8009EAA0,src/libultra/voice/voicegetreaddata
1EA50,8009EAB0,src/libultra/os/initialize
1EA60,8009EAC0,src/libultra/debug/kdebugserver
1EC10,8009EC70,src/libultra/io/pimgr
1FED0,8009FF30,src/libultra/io/piacs
1FEF0,8009FF50,src/libultra/io/contpfs
1FFF0,800A0050,src/libultra/os/seteventmesg
20070,800A00D0,src/libultra/os/timerintr
200B0,800A0110,src/libultra/io/pfsisplug
200F0,800A0150,src/libultra/io/cartrominit
20170,800A01D0,src/libultra/io/vimgr
21390,800A13F0,.end
