name,vrom_start,vrom_end,rom_start,rom_end,vram_start,overlay_dir
ovl_En_Insect,D8D980,D8F180,BDC370,BDD350,8091A8A0,actors
ovl_En_Butte,D8F180,D90710,BDD350,BDE2D0,8091C0A0,actors
ovl_En_Fish,D90710,D92FD0,BDE2D0,BDFE60,8091D630,actors
ovl_Item_Etcetera,D92FD0,D93420,BDFE60,BE0190,8091FEF0,actors
ovl_Arrow_Fire,D93420,D95500,BE0190,BE1D60,80920340,actors
ovl_Arrow_Ice,D95500,D973C0,BE1D60,BE35D0,80922430,actors
ovl_Arrow_Light,D973C0,D99260,BE35D0,BE4E90,80924300,actors
ovl_Obj_Kibako,D99260,D9A670,BE4E90,BE5CC0,809261B0,actors
ovl_Obj_Tsubo,D9A670,D9C9C0,BE5CC0,BE7270,809275C0,actors
ovl_En_Ik,D9C9C0,D9F5E0,BE7270,BE90A0,80929910,actors
ovl_Demo_Shd,D9F5E0,D9F670,BE90A0,BE9100,8092C530,actors
ovl_En_Dns,D9F670,DA1040,BE9100,BEA3B0,8092C5C0,actors
ovl_Elf_Msg,DA1040,DA15C0,BEA3B0,BEA7C0,8092DF90,actors
ovl_En_Honotrap,DA15C0,DA3890,BEA7C0,BEC0A0,8092E510,actors
ovl_En_Tubo_Trap,DA3890,DA4610,BEC0A0,BECA70,809307E0,actors
ovl_Obj_Ice_Poly,DA4610,DA5540,BECA70,BED660,80931560,actors
ovl_En_Fz,DA5540,DA7A90,BED660,BEF060,80932490,actors
ovl_En_Kusa,DA7A90,DA9B80,BEF060,BF0970,809349E0,actors
ovl_Obj_Bean,DA9B80,DAC240,BF0970,BF22F0,80936CF0,actors
ovl_Obj_Bombiwa,DAC240,DADA60,BF22F0,BF34C0,809393B0,actors
ovl_Obj_Switch,DADA60,DB0240,BF34C0,BF4CF0,8093ABD0,actors
ovl_Obj_Lift,DB0240,DB0D20,BF4CF0,BF5600,8093D3C0,actors
ovl_Obj_Hsblock,DB0D20,DB12A0,BF5600,BF5A70,8093DEA0,actors
ovl_En_Okarina_Tag,DB12A0,DB1720,BF5A70,BF5E60,8093E420,actors
ovl_En_Goroiwa,DB1720,DB6330,BF5E60,BF94F0,8093E8A0,actors
ovl_En_Daiku,DB6330,DB7060,BF94F0,BF9F30,809434B0,actors
ovl_En_Nwc,DB7060,DB8370,BF9F30,BFADD0,809441E0,actors
ovl_Item_Inbox,DB8370,DB84D0,BFADD0,BFAEE0,809454F0,actors
ovl_En_Ge1,DB84D0,DB9520,BFAEE0,BFBAF0,80945650,actors
ovl_Obj_Blockstop,DB9520,DB9750,BFBAF0,BFBCE0,809466A0,actors
ovl_En_Sda,DB9750,DBAD20,BFBCE0,BFCB60,809468D0,actors
ovl_En_Clear_Tag,DBAD20,DC0CA0,BFCB60,C00560,80947F60,actors
ovl_En_Gm,DC0CA0,DC53E0,C00560,C03380,8094DEE0,actors
ovl_En_Ms,DC53E0,DC5A10,C03380,C03860,80952620,actors
ovl_En_Hs,DC5A10,DC6850,C03860,C04350,80952C50,actors
ovl_Bg_Ingate,DC6850,DC7720,C04350,C04ED0,80953A90,actors
ovl_En_Kanban,DC7720,DCAE80,C04ED0,C070E0,80954960,actors
ovl_En_Attack_Niw,DCAE80,DCC0A0,C070E0,C07E10,809580C0,actors
ovl_En_Mk,DCC0A0,DCD2D0,C07E10,C08B20,809592E0,actors
ovl_En_Owl,DCD2D0,DD04A0,C08B20,C0ABA0,8095A510,actors
ovl_En_Ishi,DD04A0,DD28D0,C0ABA0,C0C610,8095D6E0,actors
ovl_Obj_Hana,DD28D0,DD29B0,C0C610,C0C6D0,8095FB10,actors
ovl_Obj_Lightswitch,DD29B0,DD3AB0,C0C6D0,C0D230,8095FBF0,actors
ovl_Obj_Mure2,DD3AB0,DD44A0,C0D230,C0D990,80960CF0,actors
ovl_En_Fu,DD44A0,DD8410,C0D990,C103A0,809616E0,actors
ovl_En_Stream,DD8410,DD8970,C103A0,C10840,80965650,actors
ovl_En_Mm,DD8970,DD91D0,C10840,C10F10,80965BB0,actors
ovl_En_Weather_Tag,DD91D0,DDA790,C10F10,C11CC0,80966410,actors
ovl_En_Ani,DDA790,DDB570,C11CC0,C126E0,809679D0,actors
ovl_En_Js,DDB570,DDDE60,C126E0,C14170,809687B0,actors
ovl_En_Okarina_Effect,DDDE60,DDE0D0,C14170,C14350,8096B0A0,actors
ovl_En_Mag,DDE0D0,DE1A00,C14350,C16210,8096B310,actors
ovl_Elf_Msg2,DE1A00,DE1F20,C16210,C16580,8096EC40,actors
ovl_Bg_F40_Swlift,DE1F20,DE2390,C16580,C16950,8096F160,actors
ovl_En_Kakasi,DE2390,DE5100,C16950,C18700,8096F5E0,actors
ovl_Obj_Makeoshihiki,DE5100,DE5430,C18700,C189F0,80972350,actors
ovl_Oceff_Spot,DE5430,DE6300,C189F0,C196A0,80972680,actors
ovl_En_Torch,DE6300,DE63F0,C196A0,C19780,80973550,actors
ovl_Shot_Sun,DE63F0,DE6A00,C19780,C19C70,80973640,actors
ovl_Obj_Roomtimer,DE6A00,DE6CA0,C19C70,C19E90,80973C50,actors
ovl_En_Ssh,DE6CA0,DE9260,C19E90,C1B880,80973EF0,actors
ovl_Oceff_Wipe,DE9260,DE9FB0,C1B880,C1C400,809764B0,actors
ovl_Effect_Ss_Dust,DE9FB0,DEA7A0,C1C400,C1CA70,80977210,effects
ovl_Effect_Ss_Kirakira,DEA7A0,DEAE10,C1CA70,C1CFF0,80977A00,effects
ovl_Effect_Ss_Bomb2,DEAE10,DEB670,C1CFF0,C1D6A0,80978070,effects
ovl_Effect_Ss_Blast,DEB670,DEB9D0,C1D6A0,C1D9E0,809788D0,effects
ovl_Effect_Ss_G_Spk,DEB9D0,DEBF50,C1D9E0,C1DED0,80978C30,effects
ovl_Effect_Ss_D_Fire,DEBF50,DEC360,C1DED0,C1E2A0,809791B0,effects
ovl_Effect_Ss_Bubble,DEC360,DEC8D0,C1E2A0,C1E750,809795C0,effects
ovl_Effect_Ss_G_Ripple,DEC8D0,DECDF0,C1E750,C1EBE0,80979B30,effects
ovl_Effect_Ss_G_Splash,DECDF0,DED210,C1EBE0,C1EF30,8097A050,effects
ovl_Effect_Ss_G_Fire,DED210,DED420,C1EF30,C1F120,8097A470,effects
ovl_Effect_Ss_Lightning,DED420,DEDB00,C1F120,C1F760,8097A680,effects
ovl_Effect_Ss_Dt_Bubble,DEDB00,DEE010,C1F760,C1FBD0,8097AD60,effects
ovl_Effect_Ss_Hahen,DEE010,DEE5B0,C1FBD0,C20040,8097B270,effects
ovl_Effect_Ss_Stick,DEE5B0,DEE870,C20040,C202D0,8097B810,effects
ovl_Effect_Ss_Sibuki,DEE870,DEEED0,C202D0,C20880,8097BAD0,effects
ovl_Effect_Ss_Stone1,DEEED0,DEF230,C20880,C20BA0,8097C130,effects
ovl_Effect_Ss_Hitmark,DEF230,DEF730,C20BA0,C20FF0,8097C490,effects
ovl_Effect_Ss_Fhg_Flash,DEF730,DF01B0,C20FF0,C21680,8097C990,effects
ovl_Effect_Ss_K_Fire,DF01B0,DF05F0,C21680,C21A90,8097D410,effects
ovl_Effect_Ss_Solder_Srch_Ball,DF05F0,DF0A40,C21A90,C21E60,8097D850,effects
ovl_Effect_Ss_Kakera,DF0A40,DF1A70,C21E60,C22A70,8097DCA0,effects
ovl_Effect_Ss_Ice_Piece,DF1A70,DF1E70,C22A70,C22E40,8097ECD0,effects
ovl_Effect_Ss_En_Ice,DF1E70,DF2620,C22E40,C234F0,8097F0D0,effects
ovl_Effect_Ss_Fire_Tail,DF2620,DF2D00,C234F0,C23B20,8097F880,effects
ovl_Effect_Ss_En_Fire,DF2D00,DF3370,C23B20,C24100,8097FF60,effects
ovl_Effect_Ss_Extra,DF3370,DF36E0,C24100,C24460,809805D0,effects
ovl_Effect_Ss_Dead_Db,DF36E0,DF3AF0,C24460,C24830,80980940,effects
ovl_Effect_Ss_Dead_Dd,DF3AF0,DF4080,C24830,C24D50,80980D50,effects
ovl_Effect_Ss_Dead_Ds,DF4080,DF4500,C24D50,C25180,809812E0,effects
ovl_Oceff_Storm,DF4500,DF62C0,C25180,C26D60,80981760,actors
ovl_Obj_Demo,DF62C0,DF6690,C26D60,C27030,80983520,actors
ovl_En_Minislime,DF6690,DF89E0,C27030,C28830,809838F0,actors
ovl_En_Nutsball,DF89E0,DF9010,C28830,C28DE0,80985C40,actors
ovl_Oceff_Wipe2,DF9010,DFA770,C28DE0,C29C10,80986270,actors
ovl_Oceff_Wipe3,DFA770,DFBEC0,C29C10,C2AE80,809879E0,actors
ovl_En_Dg,DFBEC0,DFF7A0,C2AE80,C2D2B0,80989140,actors
ovl_En_Si,DFF7A0,DFFBC0,C2D2B0,C2D5C0,8098CA20,actors
ovl_Obj_Comb,DFFBC0,E01340,C2D5C0,C2E660,8098CE40,actors
ovl_Obj_Kibako2,E01340,E01CE0,C2E660,C2EE40,8098E5C0,actors
ovl_En_Hs2,E01CE0,E01DC0,C2EE40,C2EEF0,8098EF60,actors
ovl_Obj_Mure3,E01DC0,E02580,C2EEF0,C2F500,8098F040,actors
ovl_En_Tg,E02580,E03090,C2F500,C2FE00,8098F800,actors
ovl_En_Wf,E03090,E07530,C2FE00,C329C0,80990310,actors
ovl_En_Skb,E07530,E0A810,C329C0,C34A40,809947B0,actors
ovl_En_Gs,E0A810,E0D6A0,C34A40,C36C20,80997A90,actors
ovl_Obj_Sound,E0D6A0,E0D8B0,C36C20,C36DD0,8099A920,actors
ovl_En_Crow,E0D8B0,E0F010,C36DD0,C37F30,8099AB30,actors
ovl_En_Cow,E0F010,E10500,C37F30,C38CC0,8099C290,actors
ovl_Oceff_Wipe4,E10500,E11500,C38CC0,C398B0,8099D780,actors
ovl_En_Zo,E11500,E124A0,C398B0,C3A4C0,8099E790,actors
ovl_Effect_Ss_Ice_Smoke,E124A0,E127B0,C3A4C0,C3A7B0,8099F730,effects
ovl_Obj_Makekinsuta,E127B0,E12C20,C3A7B0,C3AB70,8099FA40,actors
ovl_En_Ge3,E12C20,E13C90,C3AB70,C3B7B0,8099FEB0,actors
ovl_Obj_Hamishi,E13C90,E14920,C3B7B0,C3C1F0,809A0F20,actors
ovl_En_Zl4,E14920,E14DA0,C3C1F0,C3C5A0,809A1BB0,actors
ovl_En_Mm2,E14DA0,E158D0,C3C5A0,C3CBF0,809A2030,actors
ovl_Door_Spiral,E158D0,E16150,C3CBF0,C3D2C0,809A2B60,actors
ovl_Obj_Pzlblock,E16150,E16F30,C3D2C0,C3DCF0,809A33E0,actors
ovl_Obj_Toge,E16F30,E17B70,C3DCF0,C3E6C0,809A41C0,actors
ovl_Obj_Armos,E17B70,E18A80,C3E6C0,C3F220,809A4E00,actors
ovl_Obj_Boyo,E18A80,E18FF0,C3F220,C3F6E0,809A5D10,actors
ovl_En_Grasshopper,E18FF0,E1BE80,C3F6E0,C41790,809A6280,actors
ovl_Obj_Grass,E1BE80,E1DB10,C41790,C42DB0,809A9110,actors
ovl_Obj_Grass_Carry,E1DB10,E1EA90,C42DB0,C43A00,809AAE60,actors
ovl_Obj_Grass_Unit,E1EA90,E1F160,C43A00,C43F10,809ABDE0,actors
ovl_Bg_Fire_Wall,E1F160,E1FA40,C43F10,C44640,809AC4B0,actors
ovl_En_Bu,E1FA40,E1FBF0,C44640,C447C0,809ACD90,actors
ovl_En_Encount3,E1FBF0,E20590,C447C0,C45020,809ACF40,actors
ovl_En_Jso,E20590,E24200,C45020,C47A30,809AD8E0,actors
ovl_Obj_Chikuwa,E24200,E24DA0,C47A30,C48410,809B1550,actors
ovl_En_Knight,E24DA0,E31C80,C48410,C50C30,809B20F0,actors
ovl_En_Warp_tag,E31C80,E325D0,C50C30,C513C0,809C0760,actors
ovl_En_Aob_01,E325D0,E352A0,C513C0,C532F0,809C10B0,actors
ovl_En_Boj_01,E352A0,E35330,C532F0,C53350,809C3D80,actors
ovl_En_Boj_02,E35330,E353C0,C53350,C533B0,809C3E10,actors
ovl_En_Boj_03,E353C0,E35450,C533B0,C53410,809C3EA0,actors
ovl_En_Encount4,E35450,E35CB0,C53410,C53AE0,809C3F30,actors
ovl_En_Bom_Bowl_Man,E35CB0,E379E0,C53AE0,C54F70,809C4790,actors
ovl_En_Syateki_Man,E379E0,E3AF80,C54F70,C57120,809C64C0,actors
ovl_Bg_Icicle,E3AF80,E3B910,C57120,C578E0,809C9A60,actors
ovl_En_Syateki_Crow,E3B910,E3C720,C578E0,C58480,809CA3F0,actors
ovl_En_Boj_04,E3C720,E3C7B0,C58480,C584E0,809CB200,actors
ovl_En_Cne_01,E3C7B0,E3D580,C584E0,C58FC0,809CB290,actors
ovl_En_Bba_01,E3D580,E3E300,C58FC0,C59A80,809CC060,actors
ovl_En_Bji_01,E3E300,E3F3E0,C59A80,C5A6B0,809CCDE0,actors
ovl_Bg_Spdweb,E3F3E0,E40870,C5A6B0,C5B5B0,809CDEC0,actors
ovl_En_Mt_tag,E40870,E41A50,C5B5B0,C5C320,809CF350,actors
ovl_Boss_01,E41A50,E49F30,C5C320,C61DC0,809D0530,actors
ovl_Boss_02,E49F30,E50180,C61DC0,C66240,809DA1D0,actors
ovl_Boss_03,E50180,E57260,C66240,C6B010,809E2760,actors
ovl_Boss_04,E57260,E596F0,C6B010,C6CB60,809EC040,actors
ovl_Boss_05,E596F0,E5D320,C6CB60,C6F4C0,809EE4E0,actors
ovl_Boss_06,E5D320,E5F570,C6F4C0,C70EB0,809F2120,actors
ovl_Boss_07,E5F570,E74630,C70EB0,C7F040,809F4980,actors
ovl_Bg_Dy_Yoseizo,E74630,E76510,C7F040,C80710,80A0A8A0,actors
ovl_En_Boj_05,E76510,E765A0,C80710,C80770,80A0C780,actors
ovl_En_Sob1,E765A0,E7AD60,C80770,C83580,80A0C810,actors
ovl_En_Go,E7AD60,E80AD0,C83580,C87640,80A10FD0,actors
ovl_En_Raf,E80AD0,E834D0,C87640,C89210,80A16D40,actors
ovl_Obj_Funen,E834D0,E836A0,C89210,C893D0,80A19740,actors
ovl_Obj_Raillift,E836A0,E84290,C893D0,C89D80,80A19910,actors
ovl_Bg_Numa_Hana,E84290,E85160,C89D80,C8A870,80A1A500,actors
ovl_Obj_Flowerpot,E85160,E875C0,C8A870,C8C140,80A1B3D0,actors
ovl_Obj_Spinyroll,E875C0,E88F80,C8C140,C8D3F0,80A1DA50,actors
ovl_Dm_Hina,E88F80,E899C0,C8D3F0,C8DBD0,80A1F410,actors
ovl_En_Syateki_Wf,E899C0,E8ACC0,C8DBD0,C8EA20,80A1FE50,actors
ovl_Obj_Skateblock,E8ACC0,E8C8B0,C8EA20,C8FEB0,80A21150,actors
ovl_Effect_En_Ice_Block,E8C8B0,E8CC00,C8FEB0,C901C0,80A22D40,effects
ovl_Obj_Iceblock,E8CC00,E91090,C901C0,C931B0,80A23090,actors
ovl_En_Bigpamet,E91090,E935F0,C931B0,C94C00,80A27520,actors
ovl_Bg_Dblue_Movebg,E935F0,E95760,C94C00,C964E0,80A29A80,actors
ovl_En_Syateki_Dekunuts,E95760,E96870,C964E0,C97200,80A2BC00,actors
ovl_Elf_Msg3,E96870,E96DE0,C97200,C97610,80A2CD10,actors
ovl_En_Fg,E96DE0,E98300,C97610,C985A0,80A2D280,actors
ovl_Dm_Ravine,E98300,E984C0,C985A0,C98710,80A2E7A0,actors
ovl_Dm_Sa,E984C0,E98900,C98710,C98A80,80A2E960,actors
ovl_En_Slime,E98900,E9BD60,C98A80,C9AE10,80A2EDA0,actors
ovl_En_Pr,E9BD60,E9D650,C9AE10,C9C0E0,80A32210,actors
ovl_Obj_Toudai,E9D650,E9E250,C9C0E0,C9C8C0,80A33B00,actors
ovl_Obj_Entotu,E9E250,E9F060,C9C8C0,C9D130,80A34700,actors
ovl_Obj_Bell,E9F060,E9FB40,C9D130,C9D8F0,80A35510,actors
ovl_En_Syateki_Okuta,E9FB40,EA1A20,C9D8F0,C9EBD0,80A35FF0,actors
ovl_Obj_Shutter,EA1A20,EA1CE0,C9EBD0,C9EE50,80A37ED0,actors
ovl_Dm_Zl,EA1CE0,EA24F0,C9EE50,C9F4B0,80A38190,actors
ovl_En_Ru,EA24F0,EA3200,C9F4B0,C9FED0,80A389A0,actors
ovl_En_Elfgrp,EA3200,EA47B0,C9FED0,CA0E30,80A396B0,actors
ovl_Dm_Tsg,EA47B0,EA4BD0,CA0E30,CA11F0,80A3AC60,actors
ovl_En_Baguo,EA4BD0,EA6030,CA11F0,CA2210,80A3B080,actors
ovl_Obj_Vspinyroll,EA6030,EA71D0,CA2210,CA2F70,80A3C4E0,actors
ovl_Obj_Smork,EA71D0,EA7EE0,CA2F70,CA3760,80A3D680,actors
ovl_En_Test2,EA7EE0,EA8330,CA3760,CA3AF0,80A3E390,actors
ovl_En_Test3,EA8330,EAB870,CA3AF0,CA61D0,80A3E7E0,actors
ovl_En_Test4,EAB870,EACFD0,CA61D0,CA71D0,80A41D70,actors
ovl_En_Bat,EACFD0,EAE760,CA71D0,CA8440,80A434E0,actors
ovl_En_Sekihi,EAE760,EAEE40,CA8440,CA89D0,80A44C80,actors
ovl_En_Wiz,EAEE40,EB2AC0,CA89D0,CAB4B0,80A45360,actors
ovl_En_Wiz_Brock,EB2AC0,EB3180,CAB4B0,CABA50,80A48FE0,actors
ovl_En_Wiz_Fire,EB3180,EB5F70,CABA50,CADA90,80A496A0,actors
ovl_Eff_Change,EB5F70,EB6490,CADA90,CADF10,80A4C490,actors
ovl_Dm_Statue,EB6490,EB6570,CADF10,CADFC0,80A4C9B0,actors
ovl_Obj_Fireshield,EB6570,EB74D0,CADFC0,CAEC00,80A4CA90,actors
ovl_Bg_Ladder,EB74D0,EB79B0,CAEC00,CAEFF0,80A4D9F0,actors
ovl_En_Mkk,EB79B0,EB9520,CAEFF0,CB0400,80A4DED0,actors
ovl_Demo_Getitem,EB9520,EB98B0,CB0400,CB0700,80A4FA40,actors
ovl_En_Dnb,EB98B0,EBA820,CB0700,CB1300,80A4FDD0,actors
ovl_En_Dnh,EBA820,EBAFD0,CB1300,CB1960,80A50D40,actors
ovl_En_Dnk,EBAFD0,EBC010,CB1960,CB23E0,80A514F0,actors
ovl_En_Dnq,EBC010,EBD2B0,CB23E0,CB30C0,80A52530,actors
ovl_Bg_Keikoku_Saku,EBD2B0,EBD6C0,CB30C0,CB3430,80A537D0,actors
ovl_Obj_Hugebombiwa,EBD6C0,EBFBA0,CB3430,CB4BE0,80A53BE0,actors
ovl_En_Firefly2,EBFBA0,EBFC30,CB4BE0,CB4C40,80A560C0,actors
ovl_En_Rat,EBFC30,EC2280,CB4C40,CB68A0,80A56150,actors
ovl_En_Water_Effect,EC2280,EC4C40,CB68A0,CB84E0,80A587A0,actors
ovl_En_Kusa2,EC4C40,EC8CA0,CB84E0,CBB200,80A5B160,actors
ovl_Bg_Spout_Fire,EC8CA0,EC9430,CBB200,CBB870,80A60B20,actors
ovl_En_Dy_Extra,EC9430,EC9990,CBB870,CBBD20,80A612B0,actors
ovl_En_Bal,EC9990,ECC620,CBBD20,CBDB70,80A61810,actors
ovl_En_Ginko_Man,ECC620,ECE300,CBDB70,CBECB0,80A644A0,actors
ovl_En_Warp_Uzu,ECE300,ECE6F0,CBECB0,CBEFD0,80A66180,actors
ovl_Obj_Driftice,ECE6F0,ECFA30,CBEFD0,CBFE10,80A66570,actors
ovl_En_Look_Nuts,ECFA30,ED0920,CBFE10,CC0910,80A678B0,actors
ovl_En_Mushi2,ED0920,ED4110,CC0910,CC2E60,80A687A0,actors
ovl_En_Fall,ED4110,ED6B10,CC2E60,CC4A30,80A6BF90,actors
ovl_En_Mm3,ED6B10,ED8160,CC4A30,CC5910,80A6F0A0,actors
ovl_Bg_Crace_Movebg,ED8160,ED8C20,CC5910,CC60D0,80A706F0,actors
ovl_En_Dno,ED8C20,EDB9F0,CC60D0,CC7EE0,80A711D0,actors
ovl_En_Pr2,EDB9F0,EDD810,CC7EE0,CC94F0,80A73FA0,actors
ovl_En_Prz,EDD810,EDEE10,CC94F0,CCA600,80A75DC0,actors
ovl_En_Jso2,EDEE10,EE36C0,CCA600,CCD810,80A773C0,actors
ovl_Obj_Etcetera,EE36C0,EE43E0,CCD810,CCE210,80A7BC70,actors
ovl_En_Egol,EE43E0,EE8C20,CCE210,CD13E0,80A7C990,actors
ovl_Obj_Mine,EE8C20,EEC420,CD13E0,CD3AB0,80A811D0,actors
ovl_Obj_Purify,EEC420,EECD70,CD3AB0,CD4170,80A84CD0,actors
