FCA0,8008FD00,src/libultra/io/epirawread
FE00,8008FE60,src/libultra/io/viswapbuf
FE50,8008FEB0,src/libultra/gu/position
10060,800900C0,src/libultra/io/epirawdma
10240,800902A0,src/libultra/io/sptaskyielded
102A0,80090300,src/libultra/libc/bcmp
103C0,80090420,src/libultra/os/gettime
10450,800904B0,src/libultra/gu/rotate
10620,80090680,src/libultra/os/setglobalintmask
10670,800906D0,src/libultra/voice/voiceinit
107B0,80090810,src/libultra/io/contchannelreset
108A0,80090900,src/libultra/voice/voicesetadconverter
10A90,80090AF0,src/libultra/io/aisetfreq
10BE0,80090C40,src/libultra/io/contramread
10E10,80090E70,src/libultra/voice/voicecontwrite20
11040,800910A0,src/libultra/io/crc
111B0,80091210,src/libultra/os/getactivequeue
111C0,80091220,src/libultra/mgu/normalize
11220,80091280,src/libultra/os/setcompare
11230,80091290,src/libultra/os/getcompare
11240,800912A0,src/libultra/io/dpgetstat
11250,800912B0,src/libultra/io/dpsetstat
11260,800912C0,src/libultra/libc/bcopy
11570,800915D0,src/libultra/os/resetglobalintmask
115D0,80091630,src/libultra/io/pfsdeletefile
11840,800918A0,src/libultra/gu/ortho
11A00,80091A60,src/libultra/os/interrupt
11A90,80091AF0,src/libultra/io/vi
11BB0,80091C10,src/libultra/io/viswapcontext
11EB0,80091F10,src/libultra/io/pigetcmdq
11EE0,80091F40,src/libultra/gu/cosf
12050,800920B0,src/libultra/io/epiread
120A0,80092100,src/libultra/io/visetspecial
12200,80092260,src/libultra/gu/coss
12230,80092290,src/libultra/os/settime
12260,800922C0,src/libultra/voice/voicestopreaddata
12380,800923E0,src/libultra/io/visetevent
123E0,80092440,src/libultra/io/pfsisplug
126D0,80092730,src/libultra/voice/voicegetstatus
128C0,80092920,src/libultra/io/cartrominit
12A20,80092A80,src/libultra/gu/us2dex
12BA0,80092C00,src/libultra/io/pfsselectbank
12C20,80092C80,src/libultra/io/contsetch
12C80,80092CE0,src/libultra/os/setfpccsr
12C90,80092CF0,src/libultra/os/getfpccsr
12CA0,80092D00,src/libultra/io/pfsfilestate
12E80,80092EE0,src/libultra/io/pfsinitpak
13190,800931F0,src/libultra/io/pfschecker
13B40,80093BA0,src/libultra/io/aigetlen
13B50,80093BB0,src/libultra/io/epiwrite
13BA0,80093C00,src/libultra/os/maptlbrdb
13C00,80093C60,src/libultra/os/yieldthread
13C60,80093CC0,src/libultra/mgu/translate
13D30,80093D90,src/libultra/os/getcause
13D40,80093DA0,src/libultra/io/contramwrite
13F90,80093FF0,src/libultra/io/epirawwrite
140F0,80094150,src/libultra/os/settimer
14280,800942E0,src/libultra/libc/xldtob
14D90,80094DF0,src/libultra/libc/ldiv
14F20,80094F80,src/libultra/libc/xlitob
151C0,80095220,src/libultra/io/sirawwrite
15210,80095270,src/libultra/io/spgetstat
15220,80095280,src/libultra/io/spsetstat
15240,800952A0,src/libultra/io/vimgr
15550,800955B0,src/libultra/io/vigetcurrcontext
15560,800955C0,src/libultra/os/writebackdcacheall
15590,800955F0,src/libultra/os/getcurrfaultthread
155A0,80095600,src/libultra/voice/voicemaskdictionary
156E0,80095740,src/libultra/mgu/mtxf2l
15750,800957B0,src/libultra/os/startthread
158A0,80095900,src/libultra/io/visetyscale
158F0,80095950,src/libultra/io/visetxscale
15A00,80095A60,src/libultra/libc/llcvt
15C10,80095C70,src/libultra/voice/voicecheckword
16300,80096360,src/libultra/voice/voicecontrolgain
163B0,80096410,src/libultra/voice/voicestartreaddata
16470,800964D0,src/libultra/io/vigetcurrframebuf
164B0,80096510,src/libultra/io/spsetpc
164E0,80096540,src/libultra/voice/voicecontwrite4
16710,80096770,src/libultra/os/gethwinterrupt
16740,800967A0,src/libultra/os/sethwinterrupt
167B0,80096810,src/libultra/os/getwatchlo
167C0,80096820,src/libultra/os/setwatchlo
167D0,80096830,src/boot/libm/fmodf
16820,80096880,src/boot/libc/memset
16850,800968B0,src/boot/libc/strcmp
16890,800968F0,src/boot/libc/strcpy
168D0,80096930,src/boot/libc/memmove

offset,vram,.dummy #.text
16960R,800969C0,rsp/rspboot

offset,vram,.data
16AC0,80096B20,src/boot/idle
16AE0,80096B40,src/boot/carthandle
16AF0,80096B50,src/boot/z_std_dma
16B00,80096B60,src/boot/irqmgr
16B20,80096B80,src/boot/fault
16B80,80096BE0,src/boot/fault_drawer
16BC0,80096C20,src/boot/libu64/loadfragment
16BD0,80096C30,src/boot/libu64/loadfragment2
16BE0,80096C40,src/boot/libu64/stackcheck
16BF0,80096C50,src/boot/libu64/gfxprint
174A0,80097500,src/boot/libu64/system_heap
174B0,80097510,src/boot/libc64/fp
174D0,80097530,src/boot/libc64/qrand
174E0,80097540,src/libultra/vimodes/vimodentschpf1
17530,80097590,src/libultra/vimodes/vimodepallan1
17580,800975E0,src/libultra/gu/sins
17D80,80097DE0,src/libultra/os/exceptasm
17DB0,80097E10,src/libultra/os/thread
17DD0,80097E30,src/libultra/io/siacs
17DE0,80097E40,src/libultra/io/controller
17DF0,80097E50,src/libultra/os/initialize
17E10,80097E70,src/libultra/io/pimgr
17E40,80097EA0,src/libultra/io/piacs
17E50,80097EB0,src/libultra/vimodes/vimodentschpn1
17EA0,80097F00,src/libultra/io/contpfs
17EB0,80097F10,src/libultra/os/seteventmesg
17EC0,80097F20,src/libultra/libc/xprintf
17F10,80097F70,src/libultra/os/timerintr
17F20,80097F80,src/libultra/gu/position
17F30,80097F90,src/libultra/gu/rotate
17F40,80097FA0,src/libultra/voice/voiceinit
17F50,80097FB0,src/libultra/io/contramread
17F60,80097FC0,src/libultra/vimodes/vimodentsclan1
17FB0,80098010,src/libultra/vimodes/vimodempallan1
18000,80098060,src/libultra/io/vi
18070,800980D0,src/libultra/io/cartrominit
18080,800980E0,src/libultra/vimodes/vimodefpallan1
180D0,80098130,src/libultra/libc/xlitob
18100,80098160,src/libultra/io/vimgr
18120,80098180,src/libultra/voice/voicecontrolgain

offset,vram,.rodata
18130,80098190,src/boot/boot_main
18140,800981A0,src/boot/idle
18160,800981C0,src/boot/z_std_dma
181B0,80098210,src/boot/yaz0
18200,80098260,src/boot/irqmgr
18220,80098280,src/boot/CIC6105
18250,800982B0,src/boot/fault
18BF0,80098C50,src/boot/fault_drawer
19020,80099080,src/boot/libu64/stackcheck
19030,80099090,src/boot/libu64/gfxprint
19050,800990B0,src/boot/libu64/debug
19060,800990C0,src/boot/libc64/math64
190B0,80099110,src/boot/libc64/__osMalloc
19140,800991A0,src/libultra/os/setintmask
191C0,80099220,src/libultra/gu/sinf
19210,80099270,src/libultra/os/exceptasm
19260,800992C0,src/libultra/gu/perspective
19270,800992D0,src/libultra/io/devmgr
19290,800992F0,src/libultra/gu/lookathil
192A0,80099300,src/libultra/libc/xprintf
193A0,80099400,src/libultra/gu/cosf
193F0,80099450,src/libultra/gu/libm_vals
19400,80099460,src/libultra/libc/xldtob
19460,800994C0,src/libultra/libc/llcvt
19470,800994D0,src/boot/build

offset,vram,.bss
194A0,80099500,src/boot/boot_main
19E90,80099EF0,src/boot/idle
1B240,8009B2A0,src/boot/z_std_dma
1B9B0,8009BA10,src/boot/yaz0
1BDD0,8009BE30,src/boot/CIC6105
1BDF0,8009BE50,src/boot/fault
1CC70,8009CCD0,src/boot/fault_drawer
1CCB0,8009CD10,src/boot/libc64/math64
1CCC0,8009CD20,src/boot/libc64/malloc
1CCF0,8009CD50,src/boot/libc64/qrand
1CD00,8009CD60,src/boot/libc64/__osMalloc
1CD10,8009CD70,src/libultra/io/sptask
1CD50,8009CDB0,src/libultra/io/motor
1CE50,8009CEB0,src/libultra/io/siacs
1CE70,8009CED0,src/libultra/io/controller
1CF00,8009CF60,src/libultra/voice/voicegetreaddata
1CF10,8009CF70,src/libultra/os/initialize
1CF20,8009CF80,src/libultra/debug/kdebugserver
1D0D0,8009D130,src/libultra/io/pimgr
1E390,8009E3F0,src/libultra/io/piacs
1E3B0,8009E410,src/libultra/io/contpfs
1E4B0,8009E510,src/libultra/os/seteventmesg
1E530,8009E590,src/libultra/os/timerintr
1E570,8009E5D0,src/libultra/io/pfsisplug
1E5B0,8009E610,src/libultra/io/cartrominit
1E630,8009E690,src/libultra/io/vimgr
1F850,8009F8B0,.end
