12C3B0,801D1E70,src/code/sys_rumble
12C3C0,801D1E80,src/audio/lib/data
1304F0,801D5FB0,src/audio/lib/synthesis
130520,801D5FE0,src/audio/lib/load
130530,801D5FF0,src/audio/lib/thread
130550,801D6010,src/audio/lib/aisetnextbuf
1306D0,801D6190,src/audio/lib/effects
1306E0,801D61A0,src/audio/lib/seqplayer
130740,801D6200,src/audio/lib/stack
130B40,801D6600,src/audio/code_8019AF00
133120,801D8BE0,src/audio/voice_external
133390,801D8E50,src/audio/voice_internal
1335D0,801D9090,src/audio/sfx_params
1359B0,801DB470,src/audio/sfx
135A00,801DB4C0,src/audio/sequence
135A20,801DB4E0,src/audio/session_config

offset,vram,.rodata
136330,801DBDF0,src/code/z_en_item00
1365C0,801DC080,src/code/z_eff_blure
1365F0,801DC0B0,src/code/z_eff_shield_particle
136600,801DC0C0,src/code/z_eff_spark
136610,801DC0D0,src/code/z_eff_ss_dead
136620,801DC0E0,src/code/z_effect
136640,801DC100,src/code/z_effect_soft_sprite_old_init
136660,801DC120,src/code/flg_set
136F10,801DC9D0,src/code/z_actor
1370F0,801DCBB0,src/code/z_actor_dlftbls
137140,801DCC00,src/code/z_bgcheck
1372F0,801DCDB0,src/code/z_bg_item
137300,801DCDC0,src/code/z_camera
137B00,801DD5C0,src/code/z_collision_check
137B40,801DD600,src/code/z_debug_mode
137B50,801DD610,src/code/z_demo
137CB0,801DD770,src/code/z_draw
137CC0,801DD780,src/code/z_eff_footmark
137CD0,801DD790,src/code/z_eventmgr
137CF0,801DD7B0,src/code/z_fcurve_data
137D00,801DD7C0,src/code/z_fcurve_data_skelanime
137D10,801DD7D0,src/code/z_fireobj
137D20,801DD7E0,src/code/z_horse
137D30,801DD7F0,src/code/z_jpeg
137DC0,801DD880,src/code/z_kankyo
137FC0,801DDA80,src/code/z_lib
137FD0,801DDA90,src/code/z_lifemeter
137FF0,801DDAB0,src/code/z_lights
138000,801DDAC0,src/code/z_map_disp
138020,801DDAE0,src/code/z_olib
138040,801DDB00,src/code/z_parameter
138260,801DDD20,src/code/z_player_lib
138350,801DDE10,src/code/z_quake
1384E0,801DDFA0,src/code/z_room
138530,801DDFF0,src/code/z_scene_proc
138560,801DE020,src/code/z_scene_table
138B00,801DE5C0,src/code/z_skin
138B10,801DE5D0,src/code/z_skin_matrix
138B20,801DE5E0,src/code/z_sub_s
138DD0,801DE890,src/code/z_circle_tex
1395D0,801DF090,src/code/z_rumble
1395E0,801DF0A0,src/code/z_view
1395F0,801DF0B0,src/code/z_vimode
139660,801DF120,src/code/z_visfbuf
139670,801DF130,src/code/z_vr_box
139690,801DF150,src/code/z_message
139C70,801DF730,src/code/z_message_nes
139DA0,801DF860,src/code/z_message_staff
139E40,801DF900,src/code/cutscene_camera
139F00,801DF9C0,src/code/z_kaleido_manager
139F20,801DF9E0,src/code/z_fbdemo_circle
139F40,801DFA00,src/code/z_play
13A190,801DFC50,src/code/z_play_hireso
13A1A0,801DFC60,src/code/PreRender
13A1B0,801DFC70,src/code/audio_stop_all_sfx
13A1C0,801DFC80,src/code/audio_thread_manager
13A200,801DFCC0,src/code/game
13A220,801DFCE0,src/code/graph
13A2B0,801DFD70,src/code/main
13A2D0,801DFD90,src/code/padmgr
13A320,801DFDE0,src/code/sched
13A660,801E0120,src/code/sys_math
13A670,801E0130,src/code/sys_math3d
13A720,801E01E0,src/code/sys_math_atan
13A730,801E01F0,src/code/sys_matrix
13A740,801E0200,src/code/c_keyframe
13A770,801E0230,src/code/sys_flashrom
13A7C0,801E0280,src/audio/lib/synthesis
13A7F0,801E02B0,src/audio/lib/heap
13A840,801E0300,src/audio/lib/load
13A8D0,801E0390,src/audio/lib/thread
13AA20,801E04E0,src/audio/lib/playback
13AA50,801E0510,src/audio/lib/effects
13AA80,801E0540,src/audio/lib/seqplayer
13B110,801E0BD0,src/audio/code_8019AF00
13B400,801E0EC0,src/audio/voice_internal
13B590,801E1050,src/audio/sfx
13B5B0,801E1070,src/audio/sequence
13B640,801E1100,src/audio/session_init
13B650,801E1110,src/code/z_game_over
13B6C0,801E1180,src/audio/tables/soundfont_table
13B960,801E1420,assets/audio/sequence_font_table
13BB70,801E1630,src/audio/tables/sequence_table
13C380,801E1E40,src/audio/tables/samplebank_table

offset,vram,.dummy #.rodata
13C3C0R,801E1E80,rsp/aspMain
13C6A0R,801E2160,rsp/gspF3DZEX2.NoN.PosLight.fifo
13E0F0R,801E3BB0,rsp/gspS2DEX2.fifo
13E480R,801E3F40,rsp/njpgdspMain

offset,vram,.bss
13E4E0,801E3FA0,src/code/z_en_item00
13E4F0,801E3FB0,src/code/z_effect
147DD0,801ED890,src/code/flg_set
147DE0,801ED8A0,src/code/z_actor
147E70,801ED930,src/code/z_actor_dlftbls
147E90,801ED950,src/code/z_bgcheck
148130,801EDBF0,src/code/z_camera
148340,801EDE00,src/code/z_collision_check
149BB0,801EF670,src/code/z_common_data
14E4A0,801F3F60,src/code/z_debug
14E4B0,801F3F70,src/code/z_debug_display
14E4C0,801F3F80,src/code/z_debug_mode
14F280,801F4D40,src/code/z_demo
14F330,801F4DF0,src/code/z_eventmgr
14F370,801F4E30,src/code/z_kankyo
14F480,801F4F40,src/code/z_lifemeter
14F4B0,801F4F70,src/code/z_lights
14F640,801F5100,src/code/z_malloc
14F670,801F5130,src/code/z_map_disp
14FD80,801F5840,src/code/z_nmi_buff
14FD90,801F5850,src/code/z_parameter
14FDF0,801F58B0,src/code/z_player_lib
14FF40,801F5A00,src/code/z_quake
14FFE0,801F5AA0,src/code/z_scene_proc
14FFF0,801F5AB0,src/code/z_skelanime
150000,801F5AC0,src/code/z_skin
150F00,801F69C0,src/code/z_rumble
151020,801F6AE0,src/code/z_vr_box_draw
151030,801F6AF0,src/code/z_sram_NES
151040,801F6B00,src/code/z_message
151070,801F6B30,src/code/z_player_call
151080,801F6B40,src/code/z_shrink_window
151090,801F6B50,src/code/cutscene_camera
151130,801F6BF0,src/code/z_kaleido_manager
151140,801F6C00,src/code/z_kaleido_scope_call
151150,801F6C10,src/code/z_play
151340,801F6E00,src/code/PreRender
152530,801F7FF0,src/code/game
152610,801F80D0,src/code/graph
1526A0,801F8160,src/code/main
155FE0,801FBAA0,src/code/sched
156020,801FBAE0,src/code/speed_meter
156070,801FBB30,src/code/sys_cfb
156120,801FBBE0,src/code/sys_cmpdma
156130,801FBBF0,src/code/sys_math3d
156340,801FBE00,src/code/sys_matrix
156350,801FBE10,src/code/sys_flashrom
157580,801FD040,src/code/osFlash
157660,801FD120,src/audio/lib/heap
157680,801FD140,src/audio/lib/load
157730,801FD1F0,src/audio/code_8019AF00
157AE0,801FD5A0,src/audio/voice_internal
157C50,801FD710,src/audio/sfx
15A240,801FFD00,src/audio/sequence
15B120,80200BE0,src/audio/session_config
1633D0,80208E90,src/code/jpegdecoder
1633E0,80208EA0,.end
